Ask1PriceMillionths	Ask1SizeBillionths	Ask2PriceMillionths	Ask2SizeBillionths	Ask3PriceMillionths	Ask3SizeBillionths	Bid1PriceMillionths	Bid1SizeBillionths	Bid2PriceMillionths	Bid2SizeBillionths	Bid3PriceMillionths	Bid3SizeBillionths	received_utc_microseconds	timestamp_utc_microseconds
7035550000	63721779890	7035560000	677934720	7035570000	1505870200	7035540000	5033142140	7035530000	3520000	7035500000	11360870	1523225303919356	1523225303897000
7035550000	63721779890	7035560000	677934720	7035570000	1505870200	7035540000	4988342340	7035530000	3520000	7035500000	11360870	1523225307540519	1523225307525000
7035550000	63721779890	7035560000	677934720	7035570000	1505870200	7035540000	5033142140	7035530000	3520000	7035500000	11360870	1523225307804971	1523225307789000
7035550000	63721779890	7035560000	677934720	7035570000	1505870200	7035540000	4120142140	7035530000	3520000	7035500000	11360870	1523225308043104	1523225308028000
7035550000	63721779890	7035560000	677934720	7035570000	1505870200	7035540000	5066142140	7035530000	3520000	7035500000	11360870	1523225308132497	1523225308117000
7035550000	63721779890	7035560000	677934720	7035570000	1505870200	7035540000	5064592140	7035530000	3520000	7035500000	11360870	1523225308271444	1523225308257000
7035550000	63721779890	7035560000	677934720	7035570000	1505870200	7035540000	5066572140	7035530000	3520000	7035500000	11360870	1523225308283472	1523225308267000
7035550000	63721779890	7035560000	677934720	7035570000	1505870200	7035540000	5034372140	7035530000	3520000	7035500000	11360870	1523225310546098	1523225310531000
7035550000	63721779890	7035560000	677934720	7035570000	1505870200	7035540000	5032972140	7035530000	3520000	7035500000	11360870	1523225312403163	1523225312389000
7035550000	63722987780	7035560000	677934720	7035570000	1505870200	7035540000	5032972140	7035530000	3520000	7035500000	11360870	1523225318875950	1523225318861000
7035550000	63722987780	7035560000	677934720	7035570000	1505870200	7035540000	5032972140	7035530000	1420000	7035500000	11360870	1523225319048390	1523225319034000
7035550000	63722987780	7035560000	677934720	7035570000	1505870200	7035540000	5032972140	7035530000	3520000	7035500000	11360870	1523225319283914	1523225319234000
7035550000	63724622060	7035560000	677934720	7035570000	1505870200	7035540000	5032972140	7035530000	3520000	7035500000	11360870	1523225320066212	1523225320046000
7035550000	63726256390	7035560000	677934720	7035570000	1505870200	7035540000	5032972140	7035530000	3520000	7035500000	11360870	1523225321227076	1523225321212000
7035550000	63712856390	7035560000	677934720	7035570000	1505870200	7035540000	5032972140	7035530000	3520000	7035500000	11360870	1523225322142927	1523225322113000
7035550000	63712856390	7035560000	677934720	7035570000	1505870200	7035540000	4910672140	7035530000	3520000	7035500000	11360870	1523225322790320	1523225322770000
7035550000	63712856390	7035560000	677934720	7035570000	1505870200	7035540000	4414775200	7035530000	3520000	7035500000	11360870	1523225327433721	1523225327415000
7035550000	63712856390	7035560000	677934720	7035570000	1505870200	7035540000	4311775200	7035530000	3520000	7035500000	11360870	1523225329428240	1523225329413000
7035550000	64722338050	7035560000	677934720	7035570000	1505870200	7035540000	4311775200	7035530000	3520000	7035500000	11360870	1523225329949499	1523225329913000
7035550000	64721248050	7035560000	677934720	7035570000	1505870200	7035540000	4311775200	7035530000	3520000	7035500000	11360870	1523225330916663	1523225330886000
7035550000	64722978050	7035560000	677934720	7035570000	1505870200	7035540000	4311775200	7035530000	3520000	7035500000	11360870	1523225330918971	1523225330896000
7035550000	64722978050	7035560000	477934720	7035570000	1505870200	7035540000	4311775200	7035530000	3520000	7035500000	11360870	1523225331575048	1523225331557000
7035550000	64722978050	7035560000	477934720	7035570000	1505870200	7035540000	4204109400	7035530000	3520000	7035500000	11360870	1523225331679586	1523225331663000
7035550000	64722978050	7035560000	477934720	7035570000	1505870200	7035540000	4039287400	7035530000	3520000	7035500000	11360870	1523225331683338	1523225331663000
7035550000	64722978050	7035560000	477934720	7035570000	1505870200	7035540000	3895938000	7035530000	3520000	7035500000	11360870	1523225331686628	1523225331663000
7035550000	64722978050	7035560000	477934720	7035570000	1505870200	7035540000	3471626370	7035530000	3520000	7035500000	11360870	1523225331690117	1523225331663000
7035550000	64922978050	7035560000	477934720	7035570000	1505870200	7035540000	3471626370	7035530000	3520000	7035500000	11360870	1523225334474351	1523225334459000
7035550000	64922978050	7035560000	477934720	7035570000	1505870200	7035540000	3471626370	7035530000	1420000	7035500000	11360870	1523225334885502	1523225334870000
7035550000	64883748220	7035560000	477934720	7035570000	1505870200	7035540000	3471626370	7035530000	1420000	7035500000	11360870	1523225334906053	1523225334890000
7035550000	64881118870	7035560000	477934720	7035570000	1505870200	7035540000	3471626370	7035530000	1420000	7035500000	11360870	1523225334910150	1523225334890000
7035550000	64879910780	7035560000	477934720	7035570000	1505870200	7035540000	3471626370	7035530000	1420000	7035500000	11360870	1523225334946847	1523225334890000
7035550000	64877139510	7035560000	477934720	7035570000	1505870200	7035540000	3471626370	7035530000	1420000	7035500000	11360870	1523225334949922	1523225334890000
7035550000	64876078050	7035560000	477934720	7035570000	1505870200	7035540000	3471626370	7035530000	1420000	7035500000	11360870	1523225334951670	1523225334890000
7035550000	64876078050	7035560000	477934720	7035570000	1505870200	7035540000	3471626370	7035530000	3520000	7035500000	11360870	1523225335088567	1523225335073000
7035550000	64878280840	7035560000	477934720	7035570000	1505870200	7035540000	3471626370	7035530000	3520000	7035500000	11360870	1523225335267990	1523225335242000
7035550000	64890780840	7035560000	477934720	7035570000	1505870200	7035540000	3471626370	7035530000	3520000	7035500000	11360870	1523225335497979	1523225335476000
7035550000	65079974140	7035560000	477934720	7035570000	1505870200	7035540000	3471626370	7035530000	3520000	7035500000	11360870	1523225335560764	1523225335544000
7035550000	65082461470	7035560000	477934720	7035570000	1505870200	7035540000	3471626370	7035530000	3520000	7035500000	11360870	1523225336385971	1523225336371000
7035550000	65085090790	7035560000	477934720	7035570000	1505870200	7035540000	3471626370	7035530000	3520000	7035500000	11360870	1523225337514354	1523225337499000
7035550000	65085090790	7035560000	477934720	7035570000	1505870200	7035540000	3473026370	7035530000	3520000	7035500000	11360870	1523225340715488	1523225340694000
7035550000	65106790790	7035560000	477934720	7035570000	1505870200	7035540000	3473026370	7035530000	3520000	7035500000	11360870	1523225341155107	1523225341140000
7035550000	65120190790	7035560000	477934720	7035570000	1505870200	7035540000	3473026370	7035530000	3520000	7035500000	11360870	1523225344963297	1523225344945000
7035550000	65120044440	7035560000	477934720	7035570000	1505870200	7035540000	3473026370	7035530000	3520000	7035500000	11360870	1523225347274187	1523225347259000
7035550000	65117414980	7035560000	477934720	7035570000	1505870200	7035540000	3473026370	7035530000	3520000	7035500000	11360870	1523225347278844	1523225347259000
7035550000	65012790790	7035560000	477934720	7035570000	1505870200	7035540000	3473026370	7035530000	3520000	7035500000	11360870	1523225347280485	1523225347259000
7035550000	65012790790	7035560000	477934720	7035570000	1505870200	7035540000	3452644170	7035530000	3520000	7035500000	11360870	1523225347398748	1523225347349000
7035550000	65012790790	7035560000	477934720	7035570000	1505870200	7035540000	3480090460	7035530000	3520000	7035500000	11360870	1523225347447802	1523225347395000
7035550000	65112790790	7035560000	477934720	7035570000	1505870200	7035540000	3480090460	7035530000	3520000	7035500000	11360870	1523225347467337	1523225347444000
7035550000	65391934850	7035560000	477934720	7035570000	1505870200	7035540000	3480090460	7035530000	3520000	7035500000	11360870	1523225347796949	1523225347782000
7035550000	65390204850	7035560000	477934720	7035570000	1505870200	7035540000	3480090460	7035530000	3520000	7035500000	11360870	1523225348170366	1523225348153000
7035550000	65391664850	7035560000	477934720	7035570000	1505870200	7035540000	3480090460	7035530000	3520000	7035500000	11360870	1523225348179584	1523225348165000
7035550000	65393867800	7035560000	477934720	7035570000	1505870200	7035540000	3480090460	7035530000	3520000	7035500000	11360870	1523225348247700	1523225348222000
7035550000	65395786310	7035560000	477934720	7035570000	1505870200	7035540000	3480090460	7035530000	3520000	7035500000	11360870	1523225349574761	1523225349545000
7035550000	65395786310	7035560000	477934720	7035570000	1505870200	7035540000	3467104470	7035530000	3520000	7035500000	11360870	1523225350121129	1523225350081000
7035550000	65395786310	7035560000	477934720	7035570000	1505870200	7035540000	3023724220	7035530000	3520000	7035500000	11360870	1523225350276705	1523225350259000
7035550000	65395786310	7035560000	477934720	7035570000	1505870200	7035540000	3023724220	7035530000	1420000	7035500000	11360870	1523225350678555	1523225350640000
7035550000	65395786310	7035560000	477934720	7035570000	1505870200	7035540000	3023724220	7035530000	3520000	7035500000	11360870	1523225350880114	1523225350864000
7035550000	65395786310	7035560000	477934720	7035570000	1505870200	7035540000	2077724220	7035530000	3520000	7035500000	11360870	1523225353030809	1523225353015000
7035550000	65395786310	7035560000	477934720	7035570000	1505870200	7035540000	2946724220	7035530000	3520000	7035500000	11360870	1523225353060334	1523225353046000
7035550000	65395786310	7035560000	477934720	7035570000	1505870200	7035540000	2944744220	7035530000	3520000	7035500000	11360870	1523225353248176	1523225353234000
7035550000	65395786310	7035560000	477934720	7035570000	1505870200	7035540000	2946014220	7035530000	3520000	7035500000	11360870	1523225353343519	1523225353248000
7035550000	65395786310	7035560000	477934720	7035570000	1505870200	7035540000	2826692090	7035530000	3520000	7035500000	11360870	1523225354050376	1523225354027000
7035550000	65395786310	7035560000	477934720	7035570000	1505870200	7035540000	2693916090	7035530000	3520000	7035500000	11360870	1523225354051662	1523225354027000
7035550000	65395786310	7035560000	477934720	7035570000	1505870200	7035540000	946014220	7035530000	3520000	7035500000	11360870	1523225354083941	1523225354027000
7035550000	65395786310	7035560000	477934720	7035570000	1505870200	7035540000	1946014220	7035530000	3520000	7035500000	11360870	1523225354886141	1523225354871000
7035550000	65395786310	7035560000	477934720	7035570000	1505870200	7035540000	1944744220	7035530000	3520000	7035500000	11360870	1523225355286483	1523225355272000
7035550000	65395786310	7035560000	477934720	7035570000	1505870200	7035540000	1945754220	7035530000	3520000	7035500000	11360870	1523225355301517	1523225355285000
7035550000	65395786310	7035560000	477934720	7035570000	1505870200	7035540000	1943656090	7035530000	3520000	7035500000	11360870	1523225356404188	1523225356389000
7035550000	65395786310	7035560000	477934720	7035570000	1505870200	7035540000	1898856290	7035530000	3520000	7035500000	11360870	1523225356406776	1523225356389000
7035550000	65395786310	7035560000	477934720	7035570000	1505870200	7035540000	1897456290	7035530000	3520000	7035500000	11360870	1523225356444701	1523225356389000
7035550000	65395786310	7035560000	477934720	7035570000	1505870200	7035540000	1870010000	7035530000	3520000	7035500000	11360870	1523225356447231	1523225356389000
7035550000	65395786310	7035560000	477934720	7035570000	1505870200	7035540000	1842754220	7035530000	3520000	7035500000	11360870	1523225356449143	1523225356389000
7035550000	65395786310	7035560000	477934720	7035570000	1505870200	7035540000	2342754220	7035530000	3520000	7035500000	11360870	1523225356488637	1523225356444000
7035550000	65374086310	7035560000	477934720	7035570000	1505870200	7035540000	2342754220	7035530000	3520000	7035500000	11360870	1523225356791581	1523225356772000
7035550000	65374086310	7035560000	477934720	7035570000	1505870200	7035540000	1846823540	7035530000	3520000	7035500000	11360870	1523225357370834	1523225357352000
7035550000	65374086310	7035560000	477934720	7035570000	1505870200	7035540000	1501010000	7035530000	3520000	7035500000	11360870	1523225357565718	1523225357550000
7035550000	65374086310	7035560000	477934720	7035570000	1505870200	7035540000	1350926600	7035530000	3520000	7035500000	11360870	1523225357612096	1523225357550000
7035550000	65374086310	7035560000	477934720	7035570000	1505870200	7035540000	1284848940	7035530000	3520000	7035500000	11360870	1523225357747715	1523225357729000
7035550000	65374086310	7035560000	477934720	7035570000	1505870200	7035540000	910408840	7035530000	3520000	7035500000	11360870	1523225357991310	1523225357976000
7035550000	65474086310	7035560000	477934720	7035570000	1505870200	7035540000	910408840	7035530000	3520000	7035500000	11360870	1523225358337740	1523225358322000
7035550000	65474086310	7035560000	477934720	7035570000	1505870200	7035540000	784308840	7035530000	3520000	7035500000	11360870	1523225358594126	1523225358578000
7035550000	66574086310	7035560000	477934720	7035570000	1505870200	7035540000	784308840	7035530000	3520000	7035500000	11360870	1523225360314488	1523225360299000
7035550000	66572626310	7035560000	477934720	7035570000	1505870200	7035540000	784308840	7035530000	3520000	7035500000	11360870	1523225360735881	1523225360720000
7035550000	66573726310	7035560000	477934720	7035570000	1505870200	7035540000	784308840	7035530000	3520000	7035500000	11360870	1523225360746947	1523225360729000
7035550000	66803726310	7035560000	477934720	7035570000	1505870200	7035540000	784308840	7035530000	3520000	7035500000	11360870	1523225360785231	1523225360770000
7035550000	66803726310	7035560000	477934720	7035570000	1505870200	7035540000	501010000	7035530000	3520000	7035500000	11360870	1523225362204021	1523225362189000
7035550000	66803726310	7035560000	477934720	7035570000	1505870200	7035540000	500000000	7035530000	3520000	7035500000	11360870	1523225362207253	1523225362189000
7035550000	66803726310	7035560000	477934720	7035570000	1505870200	7035530000	3520000	7035500000	11360870	7034980000	100000000	1523225362211935	1523225362189000
7035550000	66803726310	7035560000	477934720	7035570000	1505870200	7035530000	2100000	7035500000	11360870	7034980000	100000000	1523225362213141	1523225362189000
7035550000	66803726310	7035560000	477934720	7035570000	1505870200	7035500000	11360870	7034980000	100000000	7033030000	2000000	1523225362214375	1523225362189000
7035550000	66803726310	7035560000	477934720	7035570000	1505870200	7034980000	100000000	7033030000	2000000	7033000000	1000000	1523225362220497	1523225362189000
7035550000	66803726310	7035560000	477934720	7035570000	1505870200	7033030000	2000000	7033000000	1000000	7032730000	29835370	1523225362223052	1523225362189000
7035550000	66803726310	7035560000	477934720	7035570000	1505870200	7033000000	1000000	7032730000	29835370	7032000000	1000000	1523225362225054	1523225362189000
7035550000	66803726310	7035560000	477934720	7035570000	1505870200	7032730000	29835370	7032000000	1000000	7031030000	2000000	1523225362226791	1523225362189000
7035550000	66803726310	7035560000	477934720	7035570000	1505870200	7032000000	1000000	7031030000	2000000	7031000000	1000000	1523225362229379	1523225362189000
7035550000	66803726310	7035560000	477934720	7035570000	1505870200	7031030000	2000000	7031000000	1000000	7030550000	1000000	1523225362231337	1523225362189000
7035550000	66803726310	7035560000	477934720	7035570000	1505870200	7031000000	1000000	7030550000	1000000	7030310000	1000000	1523225362233551	1523225362189000
7035550000	66803726310	7035560000	477934720	7035570000	1505870200	7030550000	1000000	7030310000	1000000	7030000000	1000000	1523225362235743	1523225362189000
7035550000	66803726310	7035560000	477934720	7035570000	1505870200	7030310000	1000000	7030000000	1000000	7029990000	41000000	1523225362237833	1523225362189000
7035550000	66803726310	7035560000	477934720	7035570000	1505870200	7030000000	1000000	7029990000	41000000	7029470000	1000000	1523225362239290	1523225362189000
7035550000	66803726310	7035560000	477934720	7035570000	1505870200	7029990000	41000000	7029470000	1000000	7029410000	2500000	1523225362241131	1523225362189000
7035550000	66803726310	7035560000	477934720	7035570000	1505870200	7029990000	13525080	7029470000	1000000	7029410000	2500000	1523225362242807	1523225362189000
7035550000	66803726310	7035560000	477934720	7035570000	1505870200	7029470000	1000000	7029410000	2500000	7029030000	2000000	1523225362246771	1523225362189000
7035550000	66803726310	7035560000	477934720	7035570000	1505870200	7029410000	2500000	7029030000	2000000	7029000000	1000000	1523225362247997	1523225362189000
7035550000	66803726310	7035560000	477934720	7035570000	1505870200	7029030000	2000000	7029000000	1000000	7028940000	100000000	1523225362252268	1523225362189000
7035550000	66803726310	7035560000	477934720	7035570000	1505870200	7029000000	1000000	7028940000	100000000	7028190000	250000000	1523225362272774	1523225362189000
7035550000	66803726310	7035560000	477934720	7035570000	1505870200	7028940000	100000000	7028190000	250000000	7028180000	1000000	1523225362273984	1523225362189000
7029000000	77712730	7035550000	66803726310	7035560000	477934720	7028940000	100000000	7028190000	250000000	7028180000	1000000	1523225362275050	1523225362189000
7029000000	77712730	7030540000	140000000	7035550000	66803726310	7028940000	100000000	7028190000	250000000	7028180000	1000000	1523225362284097	1523225362207000
7029000000	77712730	7030540000	140000000	7035550000	66803726310	7028940000	100000000	7028560000	1000000	7028190000	250000000	1523225362286932	1523225362210000
7029000000	77712730	7030540000	140000000	7035550000	66602726310	7028940000	100000000	7028560000	1000000	7028190000	250000000	1523225362291422	1523225362215000
7029000000	77712730	7030540000	140000000	7035550000	66602726310	7028940000	100000000	7028880000	1000000	7028560000	1000000	1523225362293646	1523225362219000
7029000000	77712730	7030540000	140000000	7035550000	65856726310	7028940000	100000000	7028880000	1000000	7028560000	1000000	1523225362294193	1523225362219000
7029000000	77712730	7030540000	140000000	7035510000	4001000	7028940000	100000000	7028880000	1000000	7028560000	1000000	1523225362297098	1523225362224000
7029000000	77712730	7030540000	140000000	7034990000	4001000	7028940000	100000000	7028880000	1000000	7028560000	1000000	1523225362301798	1523225362225000
7029000000	77712730	7030540000	140000000	7033040000	4001000	7028940000	100000000	7028880000	1000000	7028560000	1000000	1523225362305902	1523225362228000
7029000000	77712730	7030540000	140000000	7033010000	4001000	7028940000	100000000	7028880000	1000000	7028560000	1000000	1523225362308789	1523225362230000
7029000000	77712730	7030540000	140000000	7032740000	2547700000	7028940000	100000000	7028880000	1000000	7028560000	1000000	1523225362309990	1523225362230000
7029000000	77712730	7030540000	140000000	7032740000	2547700000	7028940000	100000000	7028880000	1000000	7028820000	2500000	1523225362311168	1523225362231000
7029000000	77712730	7030540000	140000000	7032740000	2551701000	7028940000	100000000	7028880000	1000000	7028820000	2500000	1523225362314118	1523225362233000
7029000000	77712730	7032740000	2551701000	7033010000	2547700000	7028940000	100000000	7028880000	1000000	7028820000	2500000	1523225362325493	1523225362245000
7029000000	77712730	7032740000	2547700000	7033010000	2547700000	7028940000	100000000	7028880000	1000000	7028820000	2500000	1523225362326622	1523225362246000
7029000000	77712730	7030000000	652000000	7032740000	2547700000	7028940000	100000000	7028880000	1000000	7028820000	2500000	1523225362329878	1523225362249000
7029000000	77712730	7030000000	652000000	7032740000	2547700000	7028950000	20000000	7028940000	100000000	7028880000	1000000	1523225362337473	1523225362255000
7029000000	263817330	7030000000	652000000	7032740000	2547700000	7028950000	20000000	7028940000	100000000	7028880000	1000000	1523225362345226	1523225362273000
7029000000	263817330	7030000000	652000000	7031010000	2547700000	7028950000	20000000	7028940000	100000000	7028880000	1000000	1523225362348753	1523225362282000
7029000000	263817330	7030000000	652000000	7030550000	140000000	7028950000	20000000	7028940000	100000000	7028880000	1000000	1523225362349935	1523225362282000
7029000000	263817330	7030000000	652000000	7030320000	4001000	7028950000	20000000	7028940000	100000000	7028880000	1000000	1523225362352151	1523225362285000
7029000000	263817330	7029010000	2547700000	7030000000	652000000	7028950000	20000000	7028940000	100000000	7028880000	1000000	1523225362353786	1523225362285000
7029000000	263817330	7029010000	2547700000	7030000000	652000000	7028990000	100000000	7028950000	20000000	7028940000	100000000	1523225362358974	1523225362290000
7029000000	263817330	7029010000	2547700000	7029480000	4001000	7028990000	100000000	7028950000	20000000	7028940000	100000000	1523225362361410	1523225362294000
7029000000	263817330	7029010000	2547700000	7029040000	4001000	7028990000	100000000	7028950000	20000000	7028940000	100000000	1523225362367901	1523225362299000
7029000000	263817330	7029040000	4001000	7029480000	4001000	7028990000	100000000	7028950000	20000000	7028940000	100000000	1523225362386174	1523225362317000
7029000000	263817330	7029040000	4001000	7030000000	656001000	7028990000	100000000	7028950000	20000000	7028940000	100000000	1523225362415209	1523225362334000
7029000000	263817330	7029040000	4001000	7030000000	652000000	7028990000	100000000	7028950000	20000000	7028940000	100000000	1523225362415761	1523225362336000
7029000000	263817330	7030000000	652000000	7035540000	200000000	7028990000	100000000	7028950000	20000000	7028940000	100000000	1523225362416300	1523225362337000
7029000000	263817330	7035540000	200000000	7035550000	64477186180	7028990000	100000000	7028950000	20000000	7028940000	100000000	1523225362425168	1523225362356000
7029000000	263817330	7035540000	200000000	7035550000	55877186180	7028990000	100000000	7028950000	20000000	7028940000	100000000	1523225362425710	1523225362378000
7029000000	263817330	7035540000	200000000	7035550000	53854786180	7028990000	100000000	7028950000	20000000	7028940000	100000000	1523225362426254	1523225362379000
7029000000	263817330	7035410000	166000000	7035540000	200000000	7028990000	100000000	7028950000	20000000	7028940000	100000000	1523225362428961	1523225362392000
7029000000	263817330	7035350000	7700000000	7035410000	166000000	7028990000	100000000	7028950000	20000000	7028940000	100000000	1523225362430624	1523225362392000
7029000000	263817330	7034470000	294690000	7035350000	7700000000	7028990000	100000000	7028950000	20000000	7028940000	100000000	1523225362433409	1523225362394000
7029000000	263817330	7034470000	294690000	7035350000	7700000000	7028990000	1100000000	7028950000	20000000	7028940000	100000000	1523225362442426	1523225362403000
7029000000	263817330	7034470000	294690000	7035350000	7700000000	7028990000	1350000000	7028950000	20000000	7028940000	100000000	1523225362460772	1523225362417000
7029000000	403817330	7034470000	294690000	7035350000	7700000000	7028990000	1350000000	7028950000	20000000	7028940000	100000000	1523225362469189	1523225362424000
7029000000	403817330	7034470000	294690000	7035350000	7700000000	7028990000	1350000000	7028940000	100000000	7028880000	1000000	1523225362475595	1523225362430000
7029000000	403817330	7034470000	294690000	7035250000	169000000	7028990000	1350000000	7028940000	100000000	7028880000	1000000	1523225362488853	1523225362445000
7029000000	403817330	7034470000	294690000	7035250000	169000000	7028990000	1360000000	7028940000	100000000	7028880000	1000000	1523225362532798	1523225362508000
7029000000	1151817330	7034470000	294690000	7035250000	169000000	7028990000	1360000000	7028940000	100000000	7028880000	1000000	1523225362540446	1523225362521000
7029000000	1151817330	7034470000	294690000	7035350000	7700000000	7028990000	1360000000	7028940000	100000000	7028880000	1000000	1523225362620982	1523225362592000
7029000000	1151817330	7034470000	294690000	7035350000	7700000000	7028990000	1350000000	7028940000	100000000	7028880000	1000000	1523225362640168	1523225362605000
7029000000	1755817330	7034470000	294690000	7035350000	7700000000	7028990000	1350000000	7028940000	100000000	7028880000	1000000	1523225362642421	1523225362609000
7029000000	1755817330	7033930000	292060000	7034470000	294690000	7028990000	1350000000	7028940000	100000000	7028880000	1000000	1523225362647883	1523225362615000
7029000000	1755817330	7033930000	292060000	7034370000	173000000	7028990000	1350000000	7028940000	100000000	7028880000	1000000	1523225362676195	1523225362651000
7029000000	2607311990	7033930000	292060000	7034370000	173000000	7028990000	1350000000	7028940000	100000000	7028880000	1000000	1523225362702866	1523225362679000
7029000000	2607311990	7033930000	292060000	7034470000	294690000	7028990000	1350000000	7028940000	100000000	7028880000	1000000	1523225362770470	1523225362756000
7029000000	1755817330	7033930000	292060000	7034470000	294690000	7028990000	1350000000	7028940000	100000000	7028880000	1000000	1523225362801986	1523225362787000
7029000000	1755817330	7033930000	292060000	7034000000	1000000	7028990000	1350000000	7028940000	100000000	7028880000	1000000	1523225363023950	1523225362949000
7029000000	1755817330	7032000000	1000000	7033930000	292060000	7028990000	1350000000	7028940000	100000000	7028880000	1000000	1523225363089645	1523225363074000
7029000000	1755817330	7031000000	1000000	7032000000	1000000	7028990000	1350000000	7028940000	100000000	7028880000	1000000	1523225363109929	1523225363095000
7029000000	1755817330	7031000000	1000000	7032000000	1000000	7028990000	1350000000	7028880000	1000000	7028820000	2500000	1523225363192904	1523225363178000
7029000000	1746597590	7031000000	1000000	7032000000	1000000	7028990000	1350000000	7028880000	1000000	7028820000	2500000	1523225363789965	1523225363766000
7029000000	2126767190	7031000000	1000000	7032000000	1000000	7028990000	1350000000	7028880000	1000000	7028820000	2500000	1523225364575781	1523225364550000
7029000000	2376767190	7031000000	1000000	7032000000	1000000	7028990000	1350000000	7028880000	1000000	7028820000	2500000	1523225364730806	1523225364714000
7029000000	2376767190	7031000000	1000000	7032000000	1000000	7028990000	1348567340	7028880000	1000000	7028820000	2500000	1523225365386214	1523225365362000
7029000000	2404767190	7031000000	1000000	7032000000	1000000	7028990000	1348567340	7028880000	1000000	7028820000	2500000	1523225366011572	1523225365995000
7029000000	2404767190	7031000000	1000000	7032000000	1000000	7028990000	1250000000	7028880000	1000000	7028820000	2500000	1523225369925361	1523225369910000
7029000000	2404767190	7031000000	1000000	7032000000	1000000	7028990000	1220367340	7028880000	1000000	7028820000	2500000	1523225369927780	1523225369910000
7029000000	2404767190	7031000000	1000000	7032000000	1000000	7028990000	1320367340	7028880000	1000000	7028820000	2500000	1523225369944113	1523225369928000
7029000000	2404767190	7031000000	1000000	7032000000	1000000	7028990000	1353367340	7028880000	1000000	7028820000	2500000	1523225370071573	1523225370057000
7029000000	2415909190	7031000000	1000000	7032000000	1000000	7028990000	1353367340	7028880000	1000000	7028820000	2500000	1523225370251975	1523225370237000
7029000000	2416969190	7031000000	1000000	7032000000	1000000	7028990000	1353367340	7028880000	1000000	7028820000	2500000	1523225372382423	1523225372331000
