Date,FXE
2007-05-30,134.69000244140625
2007-05-31,134.86000061035156
2007-06-01,134.3000030517578
2007-06-04,134.9199981689453
2007-06-05,135.25999450683594
2007-06-06,135.05999755859375
2007-06-07,134.2899932861328
2007-06-08,133.7100067138672
2007-06-11,133.64999389648438
2007-06-12,133.14999389648438
2007-06-13,133.36000061035156
2007-06-14,133.2899932861328
2007-06-15,133.99000549316406
2007-06-18,134.25999450683594
2007-06-19,134.42999267578125
2007-06-20,134.3000030517578
2007-06-21,134.13999938964844
2007-06-22,134.9199981689453
2007-06-25,134.9600067138672
2007-06-26,134.8699951171875
2007-06-27,134.80999755859375
2007-06-28,134.8000030517578
2007-06-29,135.7100067138672
2007-07-02,136.30999755859375
2007-07-03,136.25
2007-07-05,136.1300048828125
2007-07-06,136.39999389648438
2007-07-09,136.2899932861328
2007-07-10,137.4499969482422
2007-07-11,137.67999267578125
2007-07-12,138.02000427246094
2007-07-13,138.0800018310547
2007-07-16,138.0
2007-07-17,138.0
2007-07-18,138.1999969482422
2007-07-19,138.17999267578125
2007-07-20,138.50999450683594
2007-07-23,138.27999877929688
2007-07-24,138.47999572753906
2007-07-25,137.49000549316406
2007-07-26,137.74000549316406
2007-07-27,136.74000549316406
2007-07-30,137.35000610351562
2007-07-31,137.24000549316406
2007-08-01,136.6999969482422
2007-08-02,137.0399932861328
2007-08-03,137.91000366210938
2007-08-06,137.8800048828125
2007-08-07,137.5399932861328
2007-08-08,138.0800018310547
2007-08-09,136.91000366210938
2007-08-10,137.0500030517578
2007-08-13,136.25
2007-08-14,135.50999450683594
2007-08-15,134.63999938964844
2007-08-16,134.3300018310547
2007-08-17,135.11000061035156
2007-08-20,135.10000610351562
2007-08-21,134.9199981689453
2007-08-22,135.67999267578125
2007-08-23,135.8699951171875
2007-08-24,136.99000549316406
2007-08-27,136.8000030517578
2007-08-28,136.47999572753906
2007-08-29,137.10000610351562
2007-08-30,136.60000610351562
2007-08-31,136.6199951171875
2007-09-04,136.08999633789062
2007-09-05,136.60000610351562
2007-09-06,136.91000366210938
2007-09-07,137.85000610351562
2007-09-10,138.1300048828125
2007-09-11,138.50999450683594
2007-09-12,139.25
2007-09-13,139.00999450683594
2007-09-14,138.99000549316406
2007-09-17,138.86000061035156
2007-09-18,140.0
2007-09-19,139.8699951171875
2007-09-20,141.02999877929688
2007-09-21,141.22999572753906
2007-09-24,141.14999389648438
2007-09-25,141.7899932861328
2007-09-26,141.64999389648438
2007-09-27,141.91000366210938
2007-09-28,143.02999877929688
2007-10-01,142.42999267578125
2007-10-02,141.25
2007-10-03,140.9600067138672
2007-10-04,141.47999572753906
2007-10-05,141.50999450683594
2007-10-08,140.5500030517578
2007-10-09,141.27999877929688
2007-10-10,141.66000366210938
2007-10-11,142.05999755859375
2007-10-12,142.3000030517578
2007-10-15,142.30999755859375
2007-10-16,141.91000366210938
2007-10-17,142.2899932861328
2007-10-18,143.3000030517578
2007-10-19,143.27000427246094
2007-10-22,141.97000122070312
2007-10-23,142.9199981689453
2007-10-24,143.02000427246094
2007-10-25,143.5800018310547
2007-10-26,144.3699951171875
2007-10-29,144.6999969482422
2007-10-30,144.8300018310547
2007-10-31,145.1199951171875
2007-11-01,144.47999572753906
2007-11-02,145.24000549316406
2007-11-05,144.9199981689453
2007-11-06,145.80999755859375
2007-11-07,146.47999572753906
2007-11-08,146.97000122070312
2007-11-09,146.86000061035156
2007-11-12,145.52999877929688
2007-11-13,146.22000122070312
2007-11-14,146.72999572753906
2007-11-15,146.61000061035156
2007-11-16,146.72999572753906
2007-11-19,147.05999755859375
2007-11-20,148.5500030517578
2007-11-21,148.83999633789062
2007-11-23,148.57000732421875
2007-11-26,149.22999572753906
2007-11-27,148.75999450683594
2007-11-28,148.66000366210938
2007-11-29,147.86000061035156
2007-11-30,146.75999450683594
2007-12-03,146.72999572753906
2007-12-04,147.69000244140625
2007-12-05,146.1999969482422
2007-12-06,146.35000610351562
2007-12-07,146.60000610351562
2007-12-10,147.27000427246094
2007-12-11,146.5
2007-12-12,147.36000061035156
2007-12-13,146.41000366210938
2007-12-14,144.39999389648438
2007-12-17,144.1199951171875
2007-12-18,144.25
2007-12-19,144.05999755859375
2007-12-20,143.4600067138672
2007-12-21,144.0399932861328
2007-12-24,144.3300018310547
2007-12-26,145.25999450683594
2007-12-27,146.57000732421875
2007-12-28,147.66000366210938
2007-12-31,146.39999389648438
2008-01-02,147.27999877929688
2008-01-03,147.67999267578125
2008-01-04,147.75999450683594
2008-01-07,147.17999267578125
2008-01-08,147.32000732421875
2008-01-09,146.91000366210938
2008-01-10,148.22999572753906
2008-01-11,147.97999572753906
2008-01-14,149.02999877929688
2008-01-15,148.6199951171875
2008-01-16,146.80999755859375
2008-01-17,146.8699951171875
2008-01-18,146.52000427246094
2008-01-22,146.4600067138672
2008-01-23,146.69000244140625
2008-01-24,148.1999969482422
2008-01-25,147.07000732421875
2008-01-28,148.1999969482422
2008-01-29,148.25
2008-01-30,149.35000610351562
2008-01-31,149.25999450683594
2008-02-01,148.0399932861328
2008-02-04,148.33999633789062
2008-02-05,146.42999267578125
2008-02-06,146.30999755859375
2008-02-07,144.83999633789062
2008-02-08,145.25
2008-02-11,145.33999633789062
2008-02-12,145.99000549316406
2008-02-13,145.92999267578125
2008-02-14,146.58999633789062
2008-02-15,147.0399932861328
2008-02-19,147.52999877929688
2008-02-20,147.3800048828125
2008-02-21,148.47999572753906
2008-02-22,148.6199951171875
2008-02-25,148.57000732421875
2008-02-26,150.1199951171875
2008-02-27,151.7899932861328
2008-02-28,152.5500030517578
2008-02-29,152.2899932861328
2008-03-03,152.14999389648438
2008-03-04,152.14999389648438
2008-03-05,152.6699981689453
2008-03-06,153.97999572753906
2008-03-07,153.58999633789062
2008-03-10,153.83999633789062
2008-03-11,153.3000030517578
2008-03-12,155.75999450683594
2008-03-13,156.30999755859375
2008-03-14,156.97999572753906
2008-03-17,157.75
2008-03-18,156.66000366210938
2008-03-19,156.44000244140625
2008-03-20,154.60000610351562
2008-03-24,154.4499969482422
2008-03-25,156.49000549316406
2008-03-26,158.72000122070312
2008-03-27,158.2100067138672
2008-03-28,158.5
2008-03-31,158.2899932861328
2008-04-01,156.0399932861328
2008-04-02,156.8699951171875
2008-04-03,156.67999267578125
2008-04-04,157.4199981689453
2008-04-07,157.22999572753906
2008-04-08,157.1999969482422
2008-04-09,158.3800048828125
2008-04-10,157.75999450683594
2008-04-11,158.57000732421875
2008-04-14,158.42999267578125
2008-04-15,157.9600067138672
2008-04-16,159.86000061035156
2008-04-17,159.11000061035156
2008-04-18,158.33999633789062
2008-04-21,159.42999267578125
2008-04-22,160.10000610351562
2008-04-23,159.27999877929688
2008-04-24,157.25
2008-04-25,156.42999267578125
2008-04-28,156.80999755859375
2008-04-29,156.0800018310547
2008-04-30,156.52999877929688
2008-05-01,154.66000366210938
2008-05-02,154.1199951171875
2008-05-05,154.82000732421875
2008-05-06,155.2100067138672
2008-05-07,154.1300048828125
2008-05-08,154.08999633789062
2008-05-09,154.9600067138672
2008-05-12,155.5500030517578
2008-05-13,155.02000427246094
2008-05-14,154.8300018310547
2008-05-15,154.8699951171875
2008-05-16,156.25999450683594
2008-05-19,155.35000610351562
2008-05-20,156.94000244140625
2008-05-21,158.2100067138672
2008-05-22,157.50999450683594
2008-05-23,158.1699981689453
2008-05-27,157.35000610351562
2008-05-28,156.89999389648438
2008-05-29,155.49000549316406
2008-05-30,156.07000732421875
2008-06-02,155.44000244140625
2008-06-03,154.69000244140625
2008-06-04,154.47999572753906
2008-06-05,156.10000610351562
2008-06-06,157.8699951171875
2008-06-09,156.4600067138672
2008-06-10,154.72999572753906
2008-06-11,155.75999450683594
2008-06-12,154.4600067138672
2008-06-13,153.86000061035156
2008-06-16,155.0
2008-06-17,155.38999938964844
2008-06-18,155.61000061035156
2008-06-19,155.32000732421875
2008-06-20,156.58999633789062
2008-06-23,155.60000610351562
2008-06-24,156.02999877929688
2008-06-25,157.11000061035156
2008-06-26,158.07000732421875
2008-06-27,158.22000122070312
2008-06-30,157.82000732421875
2008-07-01,157.88999938964844
2008-07-02,158.80999755859375
2008-07-03,157.02000427246094
2008-07-07,157.27000427246094
2008-07-08,156.64999389648438
2008-07-09,157.55999755859375
2008-07-10,157.99000549316406
2008-07-11,159.44000244140625
2008-07-14,159.38999938964844
2008-07-15,159.2899932861328
2008-07-16,158.4499969482422
2008-07-17,158.61000061035156
2008-07-18,158.69000244140625
2008-07-21,159.35000610351562
2008-07-22,158.19000244140625
2008-07-23,157.24000549316406
2008-07-24,157.25999450683594
2008-07-25,157.4199981689453
2008-07-28,157.85000610351562
2008-07-29,156.3800048828125
2008-07-30,156.25999450683594
2008-07-31,156.52999877929688
2008-08-01,155.47000122070312
2008-08-04,155.9600067138672
2008-08-05,154.6999969482422
2008-08-06,154.27999877929688
2008-08-07,153.36000061035156
2008-08-08,150.32000732421875
2008-08-11,149.19000244140625
2008-08-12,149.4199981689453
2008-08-13,149.5
2008-08-14,148.3000030517578
2008-08-15,146.9600067138672
2008-08-18,147.27000427246094
2008-08-19,148.16000366210938
2008-08-20,147.75999450683594
2008-08-21,149.24000549316406
2008-08-22,148.11000061035156
2008-08-25,147.91000366210938
2008-08-26,146.83999633789062
2008-08-27,147.6300048828125
2008-08-28,147.39999389648438
2008-08-29,147.1999969482422
2008-09-02,145.1300048828125
2008-09-03,145.16000366210938
2008-09-04,143.33999633789062
2008-09-05,142.4600067138672
2008-09-08,141.6199951171875
2008-09-09,141.16000366210938
2008-09-10,140.38999938964844
2008-09-11,139.72999572753906
2008-09-12,142.3800048828125
2008-09-15,143.33999633789062
2008-09-16,141.6199951171875
2008-09-17,143.80999755859375
2008-09-18,143.30999755859375
2008-09-19,145.27999877929688
2008-09-22,148.8800048828125
2008-09-23,147.38999938964844
2008-09-24,146.4499969482422
2008-09-25,146.57000732421875
2008-09-26,146.50999450683594
2008-09-29,144.64999389648438
2008-09-30,140.92999267578125
2008-10-01,140.07000732421875
2008-10-02,137.97000122070312
2008-10-03,137.80999755859375
2008-10-06,134.97999572753906
2008-10-07,136.02000427246094
2008-10-08,136.75999450683594
2008-10-09,136.0800018310547
2008-10-10,133.97000122070312
2008-10-13,136.0
2008-10-14,136.5
2008-10-15,135.02999877929688
2008-10-16,134.58999633789062
2008-10-17,133.9499969482422
2008-10-20,133.4499969482422
2008-10-21,130.6699981689453
2008-10-22,128.27000427246094
2008-10-23,129.10000610351562
2008-10-24,125.88999938964844
2008-10-27,125.38999938964844
2008-10-28,127.19999694824219
2008-10-29,129.66000366210938
2008-10-30,129.63999938964844
2008-10-31,127.69000244140625
2008-11-03,126.25
2008-11-04,130.08999633789062
2008-11-05,129.1199951171875
2008-11-06,127.26000213623047
2008-11-07,127.69999694824219
2008-11-10,127.41999816894531
2008-11-11,125.27999877929688
2008-11-12,124.8499984741211
2008-11-13,128.67999267578125
2008-11-14,127.05999755859375
2008-11-17,126.62999725341797
2008-11-18,126.31999969482422
2008-11-19,125.41000366210938
2008-11-20,124.91999816894531
2008-11-21,125.98999786376953
2008-11-24,129.3300018310547
2008-11-25,131.10000610351562
2008-11-26,129.3300018310547
2008-11-28,127.36000061035156
2008-12-01,125.93000030517578
2008-12-02,127.1500015258789
2008-12-03,127.16000366210938
2008-12-04,128.02999877929688
2008-12-05,127.31999969482422
2008-12-08,129.5
2008-12-09,129.27999877929688
2008-12-10,130.33999633789062
2008-12-11,133.61000061035156
2008-12-12,133.97999572753906
2008-12-15,137.30999755859375
2008-12-16,141.52999877929688
2008-12-17,144.17999267578125
2008-12-18,142.63999938964844
2008-12-19,139.1300048828125
2008-12-22,139.49000549316406
2008-12-23,139.69000244140625
2008-12-24,139.7899932861328
2008-12-26,140.83999633789062
2008-12-29,139.97999572753906
2008-12-30,140.97999572753906
2008-12-31,139.88999938964844
2009-01-02,138.60000610351562
2009-01-05,135.75999450683594
2009-01-06,135.1999969482422
2009-01-07,136.30999755859375
2009-01-08,137.30999755859375
2009-01-09,134.36000061035156
2009-01-12,133.8300018310547
2009-01-13,131.97999572753906
2009-01-14,131.69000244140625
2009-01-15,131.7100067138672
2009-01-16,133.00999450683594
2009-01-20,128.9199981689453
2009-01-21,130.30999755859375
2009-01-22,130.19000244140625
2009-01-23,129.9499969482422
2009-01-26,131.8699951171875
2009-01-27,132.0399932861328
2009-01-28,131.5399932861328
2009-01-29,129.7899932861328
2009-01-30,128.22999572753906
2009-02-02,128.42999267578125
2009-02-03,130.38999938964844
2009-02-04,128.52000427246094
2009-02-05,127.97000122070312
2009-02-06,129.25999450683594
2009-02-09,130.14999389648438
2009-02-10,128.8699951171875
2009-02-11,128.9499969482422
2009-02-12,128.6199951171875
2009-02-13,128.88999938964844
2009-02-17,126.08999633789062
2009-02-18,125.55000305175781
2009-02-19,126.58000183105469
2009-02-20,128.38999938964844
2009-02-23,127.05000305175781
2009-02-24,128.47000122070312
2009-02-25,127.16999816894531
2009-02-26,127.4000015258789
2009-02-27,126.80000305175781
2009-03-02,125.70999908447266
2009-03-03,125.83000183105469
2009-03-04,126.37999725341797
2009-03-05,125.5999984741211
2009-03-06,126.3499984741211
2009-03-09,126.08000183105469
2009-03-10,126.77999877929688
2009-03-11,128.50999450683594
2009-03-12,129.2899932861328
2009-03-13,129.19000244140625
2009-03-16,129.6199951171875
2009-03-17,130.19000244140625
2009-03-18,134.97000122070312
2009-03-19,136.77000427246094
2009-03-20,135.67999267578125
2009-03-23,136.5500030517578
2009-03-24,134.63999938964844
2009-03-25,135.99000549316406
2009-03-26,135.24000549316406
2009-03-27,133.02999877929688
2009-03-30,131.9600067138672
2009-03-31,132.8699951171875
2009-04-01,132.35000610351562
2009-04-02,134.39999389648438
2009-04-03,134.85000610351562
2009-04-06,134.10000610351562
2009-04-07,132.69000244140625
2009-04-08,132.50999450683594
2009-04-09,131.6699981689453
2009-04-13,133.7899932861328
2009-04-14,132.75
2009-04-15,132.27999877929688
2009-04-16,131.69000244140625
2009-04-17,130.24000549316406
2009-04-20,129.25
2009-04-21,129.44000244140625
2009-04-22,129.9499969482422
2009-04-23,131.4199981689453
2009-04-24,132.47000122070312
2009-04-27,130.3800048828125
2009-04-28,131.4600067138672
2009-04-29,132.52999877929688
2009-04-30,132.3300018310547
2009-05-01,132.66000366210938
2009-05-04,134.0399932861328
2009-05-05,133.1999969482422
2009-05-06,133.27999877929688
2009-05-07,133.85000610351562
2009-05-08,136.24000549316406
2009-05-11,135.85000610351562
2009-05-12,136.3800048828125
2009-05-13,135.85000610351562
2009-05-14,136.35000610351562
2009-05-15,134.89999389648438
2009-05-18,135.5500030517578
2009-05-19,136.35000610351562
2009-05-20,137.7100067138672
2009-05-21,139.05999755859375
2009-05-22,140.0500030517578
2009-05-26,139.80999755859375
2009-05-27,139.02000427246094
2009-05-28,139.41000366210938
2009-05-29,141.3800048828125
2009-06-01,141.61000061035156
2009-06-02,143.24000549316406
2009-06-03,141.52999877929688
2009-06-04,141.8000030517578
2009-06-05,139.6699981689453
2009-06-08,139.07000732421875
2009-06-09,140.77000427246094
2009-06-10,139.92999267578125
2009-06-11,141.05999755859375
2009-06-12,139.99000549316406
2009-06-15,137.99000549316406
2009-06-16,138.36000061035156
2009-06-17,139.49000549316406
2009-06-18,138.91000366210938
2009-06-19,139.4600067138672
2009-06-22,138.64999389648438
2009-06-23,140.75999450683594
2009-06-24,139.4199981689453
2009-06-25,139.91000366210938
2009-06-26,140.7100067138672
2009-06-29,140.82000732421875
2009-06-30,140.3300018310547
2009-07-01,141.44000244140625
2009-07-02,140.0
2009-07-06,139.80999755859375
2009-07-07,139.11000061035156
2009-07-08,138.8000030517578
2009-07-09,140.32000732421875
2009-07-10,139.4499969482422
2009-07-13,139.9499969482422
2009-07-14,139.3800048828125
2009-07-15,141.07000732421875
2009-07-16,141.39999389648438
2009-07-17,141.00999450683594
2009-07-20,142.25
2009-07-21,141.97000122070312
2009-07-22,142.05999755859375
2009-07-23,141.9499969482422
2009-07-24,142.14999389648438
2009-07-27,142.3699951171875
2009-07-28,141.6999969482422
2009-07-29,140.3300018310547
2009-07-30,140.60000610351562
2009-07-31,142.47000122070312
2009-08-03,144.07000732421875
2009-08-04,143.9499969482422
2009-08-05,144.08999633789062
2009-08-06,143.50999450683594
2009-08-07,141.6699981689453
2009-08-10,141.3300018310547
2009-08-11,141.4199981689453
2009-08-12,142.02999877929688
2009-08-13,142.77000427246094
2009-08-14,141.86000061035156
2009-08-17,140.7899932861328
2009-08-18,141.1999969482422
2009-08-19,142.25
2009-08-20,142.5
2009-08-21,143.3000030517578
2009-08-24,142.85000610351562
2009-08-25,143.0800018310547
2009-08-26,142.4600067138672
2009-08-27,143.52000427246094
2009-08-28,142.94000244140625
2009-08-31,143.2899932861328
2009-09-01,142.0800018310547
2009-09-02,142.64999389648438
2009-09-03,142.44000244140625
2009-09-04,142.9600067138672
2009-09-08,144.88999938964844
2009-09-09,145.4600067138672
2009-09-10,145.7899932861328
2009-09-11,145.74000549316406
2009-09-14,146.1300048828125
2009-09-15,146.6699981689453
2009-09-16,147.19000244140625
2009-09-17,147.25
2009-09-18,146.92999267578125
2009-09-21,146.6699981689453
2009-09-22,147.88999938964844
2009-09-23,147.3000030517578
2009-09-24,146.42999267578125
2009-09-25,146.55999755859375
2009-09-28,145.9600067138672
2009-09-29,145.58999633789062
2009-09-30,146.22999572753906
2009-10-01,145.0800018310547
2009-10-02,145.58999633789062
2009-10-05,146.3699951171875
2009-10-06,147.07000732421875
2009-10-07,146.67999267578125
2009-10-08,147.66000366210938
2009-10-09,146.92999267578125
2009-10-12,147.67999267578125
2009-10-13,148.1699981689453
2009-10-14,149.05999755859375
2009-10-15,149.2100067138672
2009-10-16,148.8000030517578
2009-10-19,149.30999755859375
2009-10-20,149.14999389648438
2009-10-21,149.85000610351562
2009-10-22,150.13999938964844
2009-10-23,149.80999755859375
2009-10-26,148.47999572753906
2009-10-27,147.77000427246094
2009-10-28,146.97000122070312
2009-10-29,148.14999389648438
2009-10-30,147.02000427246094
2009-11-02,147.52000427246094
2009-11-03,146.92999267578125
2009-11-04,148.49000549316406
2009-11-05,148.55999755859375
2009-11-06,148.3000030517578
2009-11-09,149.67999267578125
2009-11-10,149.6300048828125
2009-11-11,149.63999938964844
2009-11-12,148.22999572753906
2009-11-13,149.00999450683594
2009-11-16,149.57000732421875
2009-11-17,148.5399932861328
2009-11-18,149.39999389648438
2009-11-19,148.99000549316406
2009-11-20,148.44000244140625
2009-11-23,149.50999450683594
2009-11-24,149.4600067138672
2009-11-25,151.25999450683594
2009-11-27,149.38999938964844
2009-11-30,149.9199981689453
2009-12-01,150.66000366210938
2009-12-02,150.27999877929688
2009-12-03,150.52000427246094
2009-12-04,148.24000549316406
2009-12-07,147.89999389648438
2009-12-08,146.8000030517578
2009-12-09,147.0800018310547
2009-12-10,147.0800018310547
2009-12-11,146.0500030517578
2009-12-14,146.3000030517578
2009-12-15,145.1300048828125
2009-12-16,145.10000610351562
2009-12-17,143.1999969482422
2009-12-18,143.1199951171875
2009-12-21,142.6199951171875
2009-12-22,142.2899932861328
2009-12-23,143.00999450683594
2009-12-24,143.2899932861328
2009-12-28,143.55999755859375
2009-12-29,143.3000030517578
2009-12-30,143.1199951171875
2009-12-31,142.91000366210938
2010-01-04,143.86000061035156
2010-01-05,143.4600067138672
2010-01-06,143.88999938964844
2010-01-07,142.97000122070312
2010-01-08,143.91000366210938
2010-01-11,144.94000244140625
2010-01-12,144.64999389648438
2010-01-13,144.8300018310547
2010-01-14,144.75999450683594
2010-01-15,143.5500030517578
2010-01-19,142.77999877929688
2010-01-20,140.77999877929688
2010-01-21,140.6999969482422
2010-01-22,141.13999938964844
2010-01-25,141.25999450683594
2010-01-26,140.5500030517578
2010-01-27,139.9600067138672
2010-01-28,139.4600067138672
2010-01-29,138.38999938964844
2010-02-01,139.0500030517578
2010-02-02,139.3800048828125
2010-02-03,138.7100067138672
2010-02-04,137.16000366210938
2010-02-05,136.39999389648438
2010-02-08,136.3699951171875
2010-02-09,137.52000427246094
2010-02-10,137.05999755859375
2010-02-11,136.58999633789062
2010-02-12,135.8699951171875
2010-02-16,137.41000366210938
2010-02-17,135.82000732421875
2010-02-18,135.86000061035156
2010-02-19,135.64999389648438
2010-02-22,135.6999969482422
2010-02-23,134.75
2010-02-24,135.0500030517578
2010-02-25,135.27000427246094
2010-02-26,135.85000610351562
2010-03-01,135.32000732421875
2010-03-02,135.82000732421875
2010-03-03,136.64999389648438
2010-03-04,135.63999938964844
2010-03-05,135.91000366210938
2010-03-08,136.0
2010-03-09,135.7100067138672
2010-03-10,136.22000122070312
2010-03-11,136.47999572753906
2010-03-12,137.3000030517578
2010-03-15,136.44000244140625
2010-03-16,137.47000122070312
2010-03-17,137.11000061035156
2010-03-18,135.8000030517578
2010-03-19,135.05999755859375
2010-03-22,135.2100067138672
2010-03-23,134.6699981689453
2010-03-24,132.94000244140625
2010-03-25,132.52000427246094
2010-03-26,133.8000030517578
2010-03-29,134.4600067138672
2010-03-30,133.8300018310547
2010-03-31,134.72999572753906
2010-04-01,135.50999450683594
2010-04-05,134.47999572753906
2010-04-06,133.72999572753906
2010-04-07,133.22000122070312
2010-04-08,133.16000366210938
2010-04-09,134.5800018310547
2010-04-12,135.47999572753906
2010-04-13,135.50999450683594
2010-04-14,136.22000122070312
2010-04-15,135.47000122070312
2010-04-16,134.77000427246094
2010-04-19,134.50999450683594
2010-04-20,134.10000610351562
2010-04-21,133.64999389648438
2010-04-22,132.77999877929688
2010-04-23,133.3699951171875
2010-04-26,133.3000030517578
2010-04-27,131.42999267578125
2010-04-28,131.6300048828125
2010-04-29,132.07000732421875
2010-04-30,132.77000427246094
2010-05-03,131.61000061035156
2010-05-04,129.6999969482422
2010-05-05,127.86000061035156
2010-05-06,125.95999908447266
2010-05-07,126.95999908447266
2010-05-10,127.51000213623047
2010-05-11,126.44999694824219
2010-05-12,125.91000366210938
2010-05-13,124.94999694824219
2010-05-14,123.47000122070312
2010-05-17,123.4800033569336
2010-05-18,121.7699966430664
2010-05-19,123.5
2010-05-20,124.75
2010-05-21,125.36000061035156
2010-05-24,123.41999816894531
2010-05-25,122.9800033569336
2010-05-26,121.56999969482422
2010-05-27,123.22000122070312
2010-05-28,122.37000274658203
2010-06-01,122.02999877929688
2010-06-02,122.11000061035156
2010-06-03,121.22000122070312
2010-06-04,119.27999877929688
2010-06-07,118.80000305175781
2010-06-08,119.12000274658203
2010-06-09,119.5199966430664
2010-06-10,121.05000305175781
2010-06-11,120.56999969482422
2010-06-14,121.88999938964844
2010-06-15,123.06999969482422
2010-06-16,122.62999725341797
2010-06-17,123.48999786376953
2010-06-18,123.36000061035156
2010-06-21,122.77999877929688
2010-06-22,122.37999725341797
2010-06-23,122.69000244140625
2010-06-24,122.86000061035156
2010-06-25,123.44000244140625
2010-06-28,122.33000183105469
2010-06-29,121.55999755859375
2010-06-30,121.87000274658203
2010-07-01,124.7699966430664
2010-07-02,125.08000183105469
2010-07-06,125.80000305175781
2010-07-07,126.01000213623047
2010-07-08,126.5
2010-07-09,126.0
2010-07-12,125.4800033569336
2010-07-13,126.7300033569336
2010-07-14,126.97000122070312
2010-07-15,128.91000366210938
2010-07-16,128.82000732421875
2010-07-19,128.97999572753906
2010-07-20,128.49000549316406
2010-07-21,127.2699966430664
2010-07-22,128.4199981689453
2010-07-23,128.72000122070312
2010-07-26,129.50999450683594
2010-07-27,129.5800018310547
2010-07-28,129.44000244140625
2010-07-29,130.30999755859375
2010-07-30,129.8800048828125
2010-08-02,131.25999450683594
2010-08-03,131.8699951171875
2010-08-04,131.17999267578125
2010-08-05,131.4600067138672
2010-08-06,132.4499969482422
2010-08-09,131.8300018310547
2010-08-10,131.38999938964844
2010-08-11,128.41000366210938
2010-08-12,127.81999969482422
2010-08-13,127.08000183105469
2010-08-16,127.73999786376953
2010-08-17,128.33999633789062
2010-08-18,128.13999938964844
2010-08-19,127.75
2010-08-20,126.6500015258789
2010-08-23,126.19999694824219
2010-08-24,126.27999877929688
2010-08-25,126.06999969482422
2010-08-26,126.8499984741211
2010-08-27,126.88999938964844
2010-08-30,126.20999908447266
2010-08-31,126.25
2010-09-01,127.55999755859375
2010-09-02,127.7699966430664
2010-09-03,128.47000122070312
2010-09-07,126.4800033569336
2010-09-08,126.68000030517578
2010-09-09,126.58999633789062
2010-09-10,126.66000366210938
2010-09-13,128.25999450683594
2010-09-14,129.58999633789062
2010-09-15,129.6199951171875
2010-09-16,130.3000030517578
2010-09-17,129.8800048828125
2010-09-20,130.1300048828125
2010-09-21,131.8300018310547
2010-09-22,133.41000366210938
2010-09-23,132.6999969482422
2010-09-24,134.41000366210938
2010-09-27,134.1999969482422
2010-09-28,135.2899932861328
2010-09-29,135.7899932861328
2010-09-30,135.80999755859375
