Date,coke,pepsi
26/01/2000,49,33.9375
27/01/2000,49.375,33.8125
28/01/2000,50.0625,33.25
31/01/2000,50.75,34.125
1/02/2000,47,34
2/02/2000,48.25,33
3/02/2000,48.25,33.0625
4/02/2000,47.5,32.75
7/02/2000,47,32.375
8/02/2000,47.4375,33.3125
9/02/2000,48.65625,34
10/02/2000,49.125,34.625
11/02/2000,49,34.375
14/02/2000,49.5,34.0625
15/02/2000,49.5,34.1875
16/02/2000,49.25,34
17/02/2000,49.5,34.3125
18/02/2000,49.5625,34.25
22/02/2000,49.75,34.6875
23/02/2000,50,34.1875
24/02/2000,50.125,34
25/02/2000,50.28125,32.75
28/02/2000,50.125,33.25
29/02/2000,50.46875,32.125
1/03/2000,50.40625,32.5625
2/03/2000,50.625,31.5625
3/03/2000,51,31.625
6/03/2000,50.5,31
7/03/2000,50.9375,30.625
8/03/2000,53,30.5
9/03/2000,50.625,31.375
10/03/2000,51.125,30.75
13/03/2000,51.03125,31.125
14/03/2000,51.6875,30.6875
15/03/2000,52,33.1875
16/03/2000,52,34.0625
17/03/2000,51.75,33
20/03/2000,51.4375,33.25
21/03/2000,51.4375,34.3125
22/03/2000,52.125,33.5
23/03/2000,52.75,33.5
24/03/2000,51.5625,32.9375
27/03/2000,51.4375,32.359375
28/03/2000,51.75,32.5
29/03/2000,51.625,33.25
30/03/2000,52.125,35.9375
31/03/2000,52.9375,34.875
3/04/2000,51.25,36.125
4/04/2000,52,36.4375
5/04/2000,51.9375,36.75
6/04/2000,51.875,36.8125
7/04/2000,50.25,36
10/04/2000,50.5,36.25
11/04/2000,50.125,37.0625
12/04/2000,50,37.25
13/04/2000,49.0625,36.4375
14/04/2000,48.875,36.4375
17/04/2000,50.25,36.625
18/04/2000,49,35.9375
19/04/2000,50,35.3125
20/04/2000,50.125,37.1875
24/04/2000,51.4375,37.875
25/04/2000,51.5,37.4375
26/04/2000,51.25,37.75
27/04/2000,51,37.4375
28/04/2000,51,36.6875
1/05/2000,50,37
2/05/2000,50,37.5
3/05/2000,50.359375,37.5625
4/05/2000,50,36.6875
5/05/2000,50,37.5
8/05/2000,49.9375,37.9375
9/05/2000,50.25,37.6875
10/05/2000,46.5,39.1875
11/05/2000,50,40
12/05/2000,49.25,39.5
15/05/2000,46.6875,39.375
16/05/2000,50,39.125
17/05/2000,50,39
18/05/2000,48.5,39.515625
19/05/2000,49.5,39.25
22/05/2000,49.5,39.75
23/05/2000,49,39.4375
24/05/2000,49.5,40.75
25/05/2000,49.125,39.9375
26/05/2000,49.125,41
30/05/2000,49.5,41
31/05/2000,48.75,40.6875
1/06/2000,47.875,40.0625
2/06/2000,48.5,40.3125
5/06/2000,47.8125,39.5
6/06/2000,46.75,41
7/06/2000,46.25,41.3125
8/06/2000,48,42.4375
9/06/2000,48.375,41.25
12/06/2000,48.375,41.96875
13/06/2000,48.75,42.8125
14/06/2000,48.375,43.5
15/06/2000,47,43.375
16/06/2000,46.625,43.75
19/06/2000,45.8125,43.6875
20/06/2000,45.5,41.125
21/06/2000,45.375,42.25
22/06/2000,44.5,41.9375
23/06/2000,45.15625,42.0625
26/06/2000,45.625,43.5625
27/06/2000,44.5,43.4375
28/06/2000,45.625,43.40625
29/06/2000,46,42.75
30/06/2000,45.5,44.4375
3/07/2000,47.0625,43
5/07/2000,44.75,43.375
6/07/2000,46.3125,43.875
7/07/2000,45.375,42.4375
10/07/2000,46,40.9375
11/07/2000,46.5,40.625
12/07/2000,42.9375,39.75
13/07/2000,42.75,40.375
14/07/2000,43.375,41.6875
17/07/2000,43.375,42.875
18/07/2000,42,43
19/07/2000,43,43.375
20/07/2000,44,43.75
21/07/2000,43.0625,44.25
24/07/2000,39,43.625
25/07/2000,39.25,44.125
26/07/2000,42,43.8125
27/07/2000,40.5,44.3125
28/07/2000,40.9375,44.75
31/07/2000,44,45.8125
1/08/2000,44,45.875
2/08/2000,41.25,45.625
3/08/2000,40.25,45.125
4/08/2000,39.25,45.0625
7/08/2000,39.75,44.625
8/08/2000,40.625,44.4375
9/08/2000,39.8125,44
10/08/2000,39.921875,45.0625
11/08/2000,40.125,45.8125
14/08/2000,40.125,47
15/08/2000,40,45.9375
16/08/2000,42,44
17/08/2000,41.5,43.484375
18/08/2000,41.375,43.875
21/08/2000,40.625,44.3125
22/08/2000,41.375,43.25
23/08/2000,40,43.34375
24/08/2000,40.125,43.5
25/08/2000,40.125,42.75
28/08/2000,40,43.3125
29/08/2000,40.4375,42.5
30/08/2000,40.0625,41.9375
31/08/2000,40.0625,42.640625
1/09/2000,40.8125,42.3125
5/09/2000,40.375,42.75
6/09/2000,40.125,41.9375
7/09/2000,40.875,43.1875
8/09/2000,40.375,42.5625
11/09/2000,42,42.75
12/09/2000,41.1875,43.875
13/09/2000,40.625,44.6875
14/09/2000,40.4375,44.125
15/09/2000,40.9375,43.75
18/09/2000,41.25,44
19/09/2000,40.5,43.890625
20/09/2000,40.125,41.625
21/09/2000,40,43.375
22/09/2000,40.0625,45.375
25/09/2000,39.75,44.8125
26/09/2000,39.8125,44.4375
27/09/2000,40,45.5
28/09/2000,40.8125,45.25
29/09/2000,41.9375,46
2/10/2000,40.75,47.375
3/10/2000,41.125,46
4/10/2000,40.875,45.125
5/10/2000,40.5625,45.8125
6/10/2000,39.5,46.375
9/10/2000,38.8125,47.0625
10/10/2000,40.9375,47.375
11/10/2000,39.375,46.8125
12/10/2000,41,47.875
13/10/2000,40.5,45.5
16/10/2000,39.9375,46.625
17/10/2000,41.25,47.125
18/10/2000,40,47.9375
19/10/2000,36.75,47.8125
20/10/2000,37.625,46.5625
23/10/2000,38.625,46.75
24/10/2000,37,46.125
25/10/2000,36.1875,48.5
26/10/2000,36.5,47
27/10/2000,35.75,48.125
30/10/2000,34.8125,49.125
31/10/2000,36,48.4375
1/11/2000,34.5,48
2/11/2000,34.25,47.0625
3/11/2000,34.125,45.8125
6/11/2000,33.125,47.5
7/11/2000,34,47.125
8/11/2000,32.5,47.375
9/11/2000,33,49
10/11/2000,33.875,48.8125
13/11/2000,33,48.1875
14/11/2000,34.171875,47.8125
15/11/2000,33.125,46.5625
16/11/2000,33.375,44.3125
17/11/2000,33.9375,43.9375
20/11/2000,34.5,45
21/11/2000,35,46.5
22/11/2000,34.3125,44.75
24/11/2000,35.25,44.5
27/11/2000,35.21875,44.375
28/11/2000,34.9375,45.125
29/11/2000,34,45.375
30/11/2000,34.125,45.375
1/12/2000,35.75,42.375
4/12/2000,35.5625,43.8125
5/12/2000,35.5,44.1875
6/12/2000,35.25,45.3125
7/12/2000,36.9375,46.9375
8/12/2000,37.625,47.4375
11/12/2000,37.9375,47.0625
12/12/2000,42.25,47.375
13/12/2000,40.75,48.4375
14/12/2000,37.9375,49.75
15/12/2000,39.9375,48.8125
18/12/2000,41.5,49.3125
19/12/2000,42.375,49.1875
20/12/2000,45,48.875
21/12/2000,42,48.75
22/12/2000,38.8125,48.625
26/12/2000,37.25,48.875
27/12/2000,36.5,48.875
28/12/2000,36.9375,48.75
29/12/2000,37.875,49.5625
2/01/2001,36.75,49.375
3/01/2001,36.875,46.5
4/01/2001,37.125,44.375
5/01/2001,37.75,45.3125
8/01/2001,39,46.0625
9/01/2001,37.8125,46.75
10/01/2001,39.6875,46
11/01/2001,41.6875,46.0625
12/01/2001,41,45.6875
16/01/2001,41,45.9375
17/01/2001,42,45.375
18/01/2001,43.875,45
19/01/2001,42.25,43.8125
22/01/2001,41.6875,43.8125
23/01/2001,41.5,43.1875
24/01/2001,40.5,42.75
25/01/2001,40.625,43.75
26/01/2001,40.625,44.0625
29/01/2001,40.625,43.65000153
30/01/2001,39.125,44.52000046
31/01/2001,40.8125,44.06999969
1/02/2001,39.375,43.66999817
2/02/2001,40,44.99000168
5/02/2001,39.75,44.97000122
6/02/2001,39.9375,45.25999832
7/02/2001,40.25,46.99000168
8/02/2001,40.875,46.84999847
9/02/2001,40.4375,46.20000076
12/02/2001,41.375,46.95000076
13/02/2001,40.5625,47.15000153
14/02/2001,40.5625,46.70000076
15/02/2001,39.75,46.84999847
16/02/2001,41.6875,47.31999969
20/02/2001,41,48.5
21/02/2001,40.5,47.25
22/02/2001,40,46.54999924
23/02/2001,41,46.38000107
26/02/2001,40.5625,46.27999878
27/02/2001,40.390625,46.06000137
28/02/2001,39,46.08000183
1/03/2001,39.1875,45.81000137
2/03/2001,42,44.84999847
5/03/2001,39.25,45.61999893
6/03/2001,40.5,45.81000137
7/03/2001,39,46.02000046
8/03/2001,39.5,46.90000153
9/03/2001,39.9375,46.40000153
12/03/2001,39.25,45.54999924
13/03/2001,39.625,44.84999847
14/03/2001,39,44.27000046
15/03/2001,41.25,44.02999878
16/03/2001,38.0625,42.99000168
19/03/2001,39.375,42.68000031
20/03/2001,40,41.61999893
21/03/2001,39,42.00999832
22/03/2001,39.1875,42.59999847
23/03/2001,39.6875,43.84999847
26/03/2001,38.6875,43.79999924
27/03/2001,39.8125,44.04000092
28/03/2001,39.25,43.08000183
29/03/2001,39.3125,43.25
30/03/2001,40.4375,43.95000076
2/04/2001,39.9375,44.04999924
3/04/2001,38.875,43.08000183
4/04/2001,38.625,43.90000153
5/04/2001,38.953125,44.09999847
6/04/2001,39.1875,42
9/04/2001,38.90000153,41.5
10/04/2001,39.75,42.15000153
11/04/2001,39.33000183,41.38999939
12/04/2001,39.5,41.90999985
16/04/2001,39.31999969,42.20000076
17/04/2001,39.95000076,42.27000046
18/04/2001,39,42.06000137
19/04/2001,40,42.47000122
20/04/2001,40,41.25999832
23/04/2001,40,42.27000046
24/04/2001,40,43.15000153
25/04/2001,39.88000107,44.06999969
26/04/2001,39.59999847,44.90000153
27/04/2001,39.63000107,44.09999847
30/04/2001,39.70999908,43.81000137
1/05/2001,39.86999893,44.65000153
2/05/2001,39.86999893,44.31000137
3/05/2001,40.5,44.24000168
4/05/2001,40.5,44.68000031
7/05/2001,40.75,44.93999863
8/05/2001,40.93000031,44.99000168
9/05/2001,40.5,45.54000092
10/05/2001,40.49000168,46.47000122
11/05/2001,40.5,46.16999817
14/05/2001,40.65000153,46.15000153
15/05/2001,40.54000092,45
16/05/2001,40.59999847,45.25999832
17/05/2001,40.58000183,44.93000031
18/05/2001,40.34999847,44.97999954
21/05/2001,40.41999817,44.93000031
22/05/2001,40.52999878,43.97999954
23/05/2001,40.59999847,44.75
24/05/2001,40.63999939,44.97000122
25/05/2001,40.54000092,44.81000137
29/05/2001,40.59999847,44.91999817
30/05/2001,40.31999969,45.59000015
31/05/2001,40.31000137,44.75999832
1/06/2001,40.45000076,44.81000137
4/06/2001,40.68999863,44.91999817
5/06/2001,40.54999924,45.59999847
6/06/2001,40.79999924,44.59999847
7/06/2001,40.68000031,44.31000137
8/06/2001,40.40000153,44.5
11/06/2001,40.33000183,44.02000046
12/06/2001,40.40000153,44.22000122
13/06/2001,40.31000137,44.31999969
14/06/2001,40.22999954,43.77999878
15/06/2001,40.04999924,43.25999832
18/06/2001,39.84999847,43.36000061
19/06/2001,39.84999847,43.70999908
20/06/2001,39.84999847,44.06000137
21/06/2001,40,45.16999817
22/06/2001,39.70000076,45.31999969
25/06/2001,40.00999832,44.88000107
26/06/2001,39.50999832,44.83000183
27/06/2001,39.90000153,45.36999893
28/06/2001,39.90000153,45.59000015
29/06/2001,39.34999847,44.20000076
2/07/2001,39.45000076,45.18999863
3/07/2001,39.95000076,45.61999893
5/07/2001,40.45000076,44.97000122
6/07/2001,40.54000092,44.88999939
9/07/2001,39.63999939,45.22999954
10/07/2001,38.68999863,45.22999954
11/07/2001,39.49000168,45.09000015
12/07/2001,39.5,45.54999924
13/07/2001,39.33000183,45.43999863
16/07/2001,39.15000153,45.99000168
17/07/2001,39.29999924,46.15000153
18/07/2001,38.90000153,46.99000168
19/07/2001,38.75,46.47000122
20/07/2001,36.95000076,46.24000168
23/07/2001,37.25,45.04999924
24/07/2001,38.06000137,44.61999893
25/07/2001,37.25,45.79999924
26/07/2001,37.15000153,45.72999954
27/07/2001,37.84000015,45.66999817
30/07/2001,37.52999878,46.09999847
31/07/2001,37.00999832,46.63000107
1/08/2001,37.88000107,43.68999863
2/08/2001,37.09999847,44.45000076
3/08/2001,37.59999847,44.43999863
6/08/2001,37.20000076,44
7/08/2001,37.02999878,44.49000168
8/08/2001,37.09999847,44.63000107
9/08/2001,37.65000153,45.33000183
10/08/2001,37.90000153,45.65999985
13/08/2001,38.59000015,45.04999924
14/08/2001,39.11999893,45.54999924
15/08/2001,39.20000076,45.56000137
16/08/2001,39.75,45.95000076
17/08/2001,39.74000168,45.68000031
20/08/2001,38.18999863,46.50999832
21/08/2001,37.84000015,46.04999924
22/08/2001,39.13999939,46.93000031
23/08/2001,39.34000015,47.25
24/08/2001,39.5,47.09999847
27/08/2001,39.86000061,46.88000107
28/08/2001,38.88000107,46.61000061
29/08/2001,40.09999847,46.99000168
30/08/2001,38.65000153,47.27999878
31/08/2001,40.34999847,47
4/09/2001,41.70000076,47.29999924
5/09/2001,41.34999847,47.79999924
6/09/2001,41.47000122,47.09999847
7/09/2001,41.34000015,47.40000153
10/09/2001,38.65999985,46.90000153
17/09/2001,39.15000153,47.90000153
18/09/2001,38.40000153,49.5
19/09/2001,38.06000137,49.59000015
20/09/2001,37.59999847,48.75999832
21/09/2001,37.02999878,47
24/09/2001,38.34000015,47.40000153
25/09/2001,38.25,48
26/09/2001,38.54000092,48.16999817
27/09/2001,37.33000183,48.88999939
28/09/2001,37.75,48.5
1/10/2001,38.29999924,48.93999863
2/10/2001,38.99000168,49.34999847
3/10/2001,37.91999817,49.08000183
4/10/2001,38,48.65000153
5/10/2001,37.59999847,48.84999847
8/10/2001,37.5,48.61999893
9/10/2001,36.52999878,48.93000031
10/10/2001,38,49.88999939
11/10/2001,38.45999908,49
12/10/2001,38.08000183,47.77999878
15/10/2001,37.43000031,47.90000153
16/10/2001,38.29000092,47.91999817
17/10/2001,37.83000183,48.15999985
18/10/2001,37.63000107,47.54999924
19/10/2001,37.38999939,47.31999969
22/10/2001,38,47.70000076
23/10/2001,37.75,47.90000153
24/10/2001,38.02000046,48.25
25/10/2001,37.49000168,48.40000153
26/10/2001,38,48.70000076
29/10/2001,37.54999924,48.15000153
30/10/2001,37.06000137,48.75
31/10/2001,38.25,48.70999908
1/11/2001,38,48.49000168
2/11/2001,37.91999817,49
5/11/2001,38.29999924,48.61000061
6/11/2001,38,48.74000168
7/11/2001,38,48.86999893
8/11/2001,38,49.02999878
9/11/2001,37.25,49.20000076
12/11/2001,37.79999924,49.02000046
13/11/2001,38,49.43999863
14/11/2001,38.20000076,50.27999878
15/11/2001,37.43000031,50.22000122
16/11/2001,38,49.75999832
19/11/2001,37.34999847,49.91999817
20/11/2001,37.86999893,49.68000031
21/11/2001,38,49.33000183
23/11/2001,38.09999847,49.40000153
26/11/2001,37.97999954,48.99000168
27/11/2001,37.38000107,48.43999863
28/11/2001,37.90000153,48.45000076
29/11/2001,37.29999924,48.52999878
30/11/2001,37.09999847,48.63000107
3/12/2001,37,48.77999878
4/12/2001,37.04999924,48.47000122
5/12/2001,37.93000031,48.29999924
6/12/2001,38.00999832,47.47999954
7/12/2001,38.97000122,47.59999847
10/12/2001,38.99000168,46.97999954
11/12/2001,38.36999893,46.59999847
12/12/2001,38.99000168,47.09000015
13/12/2001,38,47.22999954
14/12/2001,39.04999924,47.49000168
17/12/2001,39.59999847,47.40000153
18/12/2001,40,47.38000107
19/12/2001,38.25,49.38000107
20/12/2001,38.22000122,49.09999847
21/12/2001,38.34000015,49.11999893
24/12/2001,38.59999847,49.25
26/12/2001,38.63999939,49.45000076
27/12/2001,38.86000061,49.40000153
28/12/2001,38.40999985,49.04999924
31/12/2001,37.86000061,48.68999863
2/01/2002,38.15000153,49.15000153
3/01/2002,38.40000153,48.79000092
4/01/2002,41.00999832,48.36000061
7/01/2002,40.02000046,48.08000183
8/01/2002,39.83000183,47.79999924
9/01/2002,39.84999847,47.61000061
10/01/2002,39.91999817,48.15000153
11/01/2002,40.24000168,48.45000076
14/01/2002,37.5,48.27000046
15/01/2002,38.04000092,48.61999893
16/01/2002,38.45999908,48.63000107
17/01/2002,39.06000137,48.61000061
18/01/2002,39.50999832,49.11000061
22/01/2002,39.75,49.41999817
23/01/2002,40.5,49.40999985
24/01/2002,40.75,49.59999847
25/01/2002,40.56999969,49.11999893
28/01/2002,40.95000076,48.63000107
29/01/2002,40.65000153,47.54999924
30/01/2002,41.02999878,48.66999817
31/01/2002,42,50.09000015
1/02/2002,41.13000107,50.11999893
4/02/2002,41,50.29999924
5/02/2002,41.5,50.81000137
6/02/2002,41.59999847,49.09999847
7/02/2002,41.70000076,48.59999847
8/02/2002,41.90000153,48.56999969
11/02/2002,42.97000122,48.91999817
12/02/2002,44.18000031,49.02000046
13/02/2002,45,49.61999893
14/02/2002,44.75,49.40999985
15/02/2002,44.77000046,49.88000107
19/02/2002,44.54999924,49.47000122
20/02/2002,44.5,49.91999817
21/02/2002,44.25,49.47999954
22/02/2002,43.75999832,50.20000076
25/02/2002,44,50.63000107
26/02/2002,43.95000076,50.43000031
27/02/2002,43.95000076,50.61999893
28/02/2002,44.25,50.5
1/03/2002,44,51.25
4/03/2002,44.25,50.99000168
5/03/2002,45,50.38999939
6/03/2002,46,49.88000107
7/03/2002,45.33000183,49.47999954
8/03/2002,46,49.52999878
11/03/2002,45.63000107,49.5
12/03/2002,45.97000122,49.93000031
13/03/2002,45.59999847,49.56999969
14/03/2002,45.79000092,50.11999893
15/03/2002,46.06999969,50.86999893
18/03/2002,46.90000153,50.70999908
19/03/2002,47.88000107,51.24000168
20/03/2002,47.41999817,50.54999924
21/03/2002,48.45000076,50.40999985
22/03/2002,49.86999893,50.90000153
25/03/2002,49.68000031,51.27999878
26/03/2002,48.88000107,51.95000076
27/03/2002,49,51.04999924
28/03/2002,49,51.5
1/04/2002,48.50999832,51.43000031
2/04/2002,47.91999817,50.61999893
3/04/2002,48,49.97000122
4/04/2002,48.95000076,50.43000031
5/04/2002,49.04999924,50.61000061
8/04/2002,49.09999847,50.81000137
9/04/2002,49.09999847,51.43000031
10/04/2002,49.09999847,52.29000092
11/04/2002,49.20000076,51.86000061
12/04/2002,50.95000076,51.90000153
15/04/2002,51.41999817,51.22000122
16/04/2002,51.15000153,51.95999908
17/04/2002,50.84999847,51.90999985
18/04/2002,50.54999924,51.81000137
19/04/2002,51.06999969,53.11999893
22/04/2002,51.29000092,52.83000183
23/04/2002,51.13000107,52.20000076
24/04/2002,51.02999878,52.93000031
25/04/2002,51.02999878,52.45000076
26/04/2002,49.27999878,52.22999954
29/04/2002,50.18999863,52.31000137
30/04/2002,49.15999985,51.90000153
1/05/2002,50.09999847,52.91999817
2/05/2002,50.24000168,53.06999969
3/05/2002,50.25,52.5
6/05/2002,49.38999939,52
7/05/2002,48.49000168,51.83000183
8/05/2002,46.70000076,51.61999893
9/05/2002,44.75,52.06000137
10/05/2002,44.24000168,52.40000153
13/05/2002,45.04999924,52.56000137
14/05/2002,48.75,52.75
15/05/2002,48.41999817,52.20000076
16/05/2002,46.79999924,52.54999924
17/05/2002,47,52.13999939
20/05/2002,46.79999924,51.54999924
21/05/2002,46.52999878,51.06000137
22/05/2002,46.5,51.63000107
23/05/2002,46.90000153,51.18000031
24/05/2002,47.95999908,50.22999954
28/05/2002,48.25,50.90000153
29/05/2002,48.24000168,50.93000031
30/05/2002,48.45000076,50.93000031
31/05/2002,49.43999863,51.97999954
3/06/2002,48.86999893,51.15000153
4/06/2002,47.86999893,51.79000092
5/06/2002,47.5,52.04000092
6/06/2002,46.33000183,50.88999939
7/06/2002,45.93999863,51.29999924
10/06/2002,44.5,51.25
11/06/2002,45.49000168,50.91999817
12/06/2002,45.29999924,51.65000153
13/06/2002,43.93000031,51.22999954
14/06/2002,44.79999924,50.90000153
17/06/2002,45.5,51.74000168
18/06/2002,45.90000153,51.25
19/06/2002,45.50999832,51.88000107
20/06/2002,44.50999832,51.25
21/06/2002,42.65999985,50.59999847
24/06/2002,43.97000122,50.45000076
25/06/2002,43.72999954,49.02999878
26/06/2002,42.95999908,49.25
27/06/2002,43.04999924,48.59999847
28/06/2002,43,48.20000076
1/07/2002,42.99000168,49.02000046
2/07/2002,43.65000153,47.75
3/07/2002,42.79999924,47.47999954
5/07/2002,42.45000076,48.09999847
8/07/2002,42.61999893,48.84999847
9/07/2002,42.50999832,45.27000046
10/07/2002,43.25,44.61000061
11/07/2002,41.84999847,43.40000153
12/07/2002,41.86000061,42.09999847
15/07/2002,41.99000168,42.25
16/07/2002,42.09999847,40.5
17/07/2002,43.5,42.38000107
18/07/2002,43.70000076,40.29999924
19/07/2002,43.29999924,36.20000076
22/07/2002,43.34999847,35.5
23/07/2002,42.34000015,35.97000122
24/07/2002,44.47999954,39.54999924
25/07/2002,49.02000046,40.41999817
26/07/2002,48.38000107,40.20000076
29/07/2002,48.95000076,42.54000092
30/07/2002,48.47000122,41.74000168
31/07/2002,47.70000076,42.93999863
1/08/2002,46.86999893,42.5
2/08/2002,44.5,42.95000076
5/08/2002,42.83000183,40.93999863
6/08/2002,43.88999939,40.52000046
7/08/2002,44.43000031,41.91999817
8/08/2002,43,42.45000076
9/08/2002,43.5,43.79999924
12/08/2002,44.45000076,44.29999924
13/08/2002,43.68999863,43.90999985
14/08/2002,43.58000183,45.00999832
15/08/2002,44.90000153,44.5
16/08/2002,46.15000153,44.38999939
19/08/2002,48.38999939,43.91999817
20/08/2002,49.29999924,43.61000061
21/08/2002,49.84000015,43.59000015
22/08/2002,50.09999847,43.72999954
23/08/2002,49.40999985,43.15000153
26/08/2002,51.49000168,42.52999878
27/08/2002,49.5,41.29999924
28/08/2002,49.49000168,39.93000031
29/08/2002,50,39
30/08/2002,48.36000061,39.54999924
3/09/2002,49.50999832,38.41999817
4/09/2002,48.74000168,37.79000092
5/09/2002,48.11000061,37.09999847
6/09/2002,49.15000153,37.99000168
9/09/2002,49.68000031,38.66999817
10/09/2002,48.70999908,39.93000031
11/09/2002,48.95000076,39.49000168
12/09/2002,47.72000122,39.36999893
13/09/2002,47,40.15000153
16/09/2002,47.25,40.95000076
17/09/2002,47.18000031,39.25
18/09/2002,47,38.04999924
19/09/2002,46.11999893,37.15000153
20/09/2002,47.16999817,37.5
23/09/2002,46.90000153,37.20000076
24/09/2002,47.16999817,36.77000046
25/09/2002,47.04000092,37
26/09/2002,47.79999924,37.40000153
27/09/2002,47.5,36.68999863
30/09/2002,46.90000153,36.95000076
1/10/2002,47.38000107,37.70000076
2/10/2002,48,37.75
3/10/2002,47.65999985,37.22000122
4/10/2002,47.27999878,37
7/10/2002,47.36999893,35.77999878
8/10/2002,47.13999939,41.09999847
9/10/2002,47.47000122,41.61000061
10/10/2002,47.54999924,41.56999969
11/10/2002,47.25,42.66999817
14/10/2002,48.22999954,42.97000122
15/10/2002,47.93999863,43.31999969
16/10/2002,47.61000061,43.54999924
17/10/2002,47.88000107,43.74000168
18/10/2002,48,43.79999924
21/10/2002,48.38000107,44.90000153
22/10/2002,47.70000076,44.70999908
23/10/2002,48.18000031,44.59000015
24/10/2002,48.56000137,44.58000183
25/10/2002,49.54999924,44.18999863
28/10/2002,50.75,43.11000061
29/10/2002,51.99000168,43.65999985
30/10/2002,52.5,43.77999878
31/10/2002,53.27999878,44.09999847
1/11/2002,52.56999969,44.29999924
4/11/2002,54.38000107,43.43000031
5/11/2002,55.15000153,44
6/11/2002,54.88000107,43.52999878
7/11/2002,55.18999863,43.47999954
8/11/2002,55.36000061,43.77999878
11/11/2002,55.72000122,43.25
12/11/2002,55.90999985,42.45000076
13/11/2002,56.09999847,43.40999985
14/11/2002,55.90000153,44.25
15/11/2002,55.02000046,44.90999985
18/11/2002,58.31999969,44.27999878
19/11/2002,57.97000122,44.90000153
20/11/2002,58.97999954,43.75
21/11/2002,57.72999954,42.18999863
22/11/2002,56.08000183,42.02999878
25/11/2002,56.79000092,41.47999954
26/11/2002,57.68999863,41.47999954
27/11/2002,57.16999817,42.27999878
29/11/2002,57.22999954,42.47999954
2/12/2002,59.5,42.20999908
3/12/2002,59.25999832,42.90000153
4/12/2002,59.63999939,43.36999893
5/12/2002,59.13999939,43.22999954
6/12/2002,58,43.97000122
9/12/2002,57.88999939,43.20999908
10/12/2002,58.5,43.75
11/12/2002,59.54000092,43.15000153
12/12/2002,59.70999908,43.18000031
13/12/2002,58.58000183,41.84999847
16/12/2002,58.18999863,42.40000153
17/12/2002,58.75,41.18000031
18/12/2002,58.22000122,40.84999847
19/12/2002,59.22000122,40.47000122
20/12/2002,60.59999847,41.25999832
23/12/2002,60.75,41.74000168
24/12/2002,60.97000122,42
26/12/2002,62.58000183,42.40999985
27/12/2002,62.70999908,41.66999817
30/12/2002,64.05000305,42.04999924
31/12/2002,64.51000214,42.22000122
2/01/2003,65.19000244,43.09999847
3/01/2003,68.55999756,43.40000153
6/01/2003,69.80000305,42.95999908
7/01/2003,68.87000275,42.18000031
8/01/2003,70,42.70000076
9/01/2003,69.69999695,43.13999939
10/01/2003,69.18000031,42.86000061
13/01/2003,69.05000305,43.24000168
14/01/2003,67.75,43.45000076
15/01/2003,69.08000183,42.93999863
16/01/2003,69,43.72999954
17/01/2003,68.76999664,43.65000153
21/01/2003,68.73000336,43.34999847
22/01/2003,69,42.79999924
23/01/2003,68.86000061,41.93000031
24/01/2003,68.76999664,41.06000137
27/01/2003,69,40.54999924
28/01/2003,68.94999695,40.52999878
29/01/2003,68.56999969,40.50999832
30/01/2003,68.62000275,38.70999908
31/01/2003,68.19000244,40.47999954
3/02/2003,67.51999664,40.74000168
4/02/2003,64.55000305,41.20000076
5/02/2003,61.61000061,41.08000183
6/02/2003,59.68999863,40.22000122
7/02/2003,60.77999878,39.00999832
10/02/2003,61.86999893,39.25
11/02/2003,63.56999969,38.38999939
12/02/2003,64.37000275,38.40999985
13/02/2003,64.23999786,38.90000153
14/02/2003,64.55999756,39.86000061
18/02/2003,65.94999695,40.24000168
19/02/2003,64.84999847,40.04999924
20/02/2003,64.69999695,39.36000061
21/02/2003,65,39.40000153
24/02/2003,63.29999924,38.83000183
25/02/2003,64.55000305,38.84000015
26/02/2003,63.29000092,38.24000168
27/02/2003,61.43999863,38.22000122
28/02/2003,59.40999985,38.31999969
3/03/2003,59.06999969,38.11000061
4/03/2003,58.86999893,38.04999924
5/03/2003,56.45999908,37.29999924
6/03/2003,55.16999817,37.65000153
7/03/2003,52.38000107,38.5
10/03/2003,50.13999939,37.77000046
11/03/2003,47.45999908,37.70000076
12/03/2003,48.25,37.72999954
13/03/2003,49.11000061,38.86000061
14/03/2003,49.72999954,39
17/03/2003,49.59000015,40.40000153
18/03/2003,50,40.20999908
19/03/2003,51.04999924,40.45999908
20/03/2003,51.25,40.15000153
21/03/2003,51.70000076,41.5
24/03/2003,50.45000076,40.08000183
25/03/2003,49.86999893,40.09999847
26/03/2003,50.22999954,39.81999969
27/03/2003,50.72000122,40.29000092
28/03/2003,51.86999893,39.90000153
31/03/2003,49.90000153,40
1/04/2003,50.56000137,39.97999954
2/04/2003,50.15000153,39.70000076
3/04/2003,51.43999863,38.16999817
4/04/2003,50.09999847,38.63999939
7/04/2003,49.25999832,38.91999817
8/04/2003,49.34000015,39.22999954
9/04/2003,50.04999924,39.38999939
10/04/2003,49.84000015,39.79000092
11/04/2003,49.40000153,40.27000046
14/04/2003,49.59999847,40.97000122
15/04/2003,49.86999893,40.56999969
16/04/2003,49.95000076,39.90000153
17/04/2003,50.29999924,42.54000092
21/04/2003,50.20000076,41.84000015
22/04/2003,49.61000061,42.29999924
23/04/2003,49.5,43
24/04/2003,50.16999817,43.33000183
25/04/2003,50.93999863,42.65000153
28/04/2003,50.84000015,43.45000076
29/04/2003,50.59999847,43.43999863
