Date,coke,pepsi
14/01/2008,55.59000015,76.91999817
15/01/2008,55.5,74.83000183
16/01/2008,55.72000122,73.54000092
17/01/2008,55.02999878,72.09999847
18/01/2008,56.24000168,71.45999908
22/01/2008,57.81999969,69.44000244
23/01/2008,60.91999817,70.5
24/01/2008,60.83000183,69.73000336
25/01/2008,60.00999832,68.91999817
28/01/2008,61.72999954,70.26999664
29/01/2008,61.79999924,68.62999725
30/01/2008,60.08000183,67.38999939
31/01/2008,60.06000137,68.05000305
1/02/2008,61,68.83000183
4/02/2008,61.70000076,69.22000122
5/02/2008,60.59999847,67.94999695
6/02/2008,60.18000031,66.73000336
7/02/2008,59.34000015,70.41000366
8/02/2008,59.20000076,69.80999756
11/02/2008,58.79999924,70.95999908
12/02/2008,58.88000107,71.95999908
13/02/2008,61.31000137,71.62999725
14/02/2008,59.15000153,71.56999969
15/02/2008,57.86999893,71.73000336
19/02/2008,57.72000122,71.13999939
20/02/2008,58.59999847,71.12000275
21/02/2008,56.88999939,71.08000183
22/02/2008,56.22999954,71.37999725
25/02/2008,58.11000061,71.58999634
26/02/2008,58.08000183,71.33000183
27/02/2008,56.5,71.19999695
28/02/2008,55.52999878,71.05999756
29/02/2008,54.68999863,69.55999756
3/03/2008,59.58000183,70.16999817
4/03/2008,60.11000061,70.04000092
5/03/2008,59.24000168,70.27999878
6/03/2008,57,70.12000275
7/03/2008,57.06000137,69.58999634
10/03/2008,56.47999954,69.01999664
11/03/2008,58.93999863,69.94999695
12/03/2008,59.54999924,69.55999756
13/03/2008,58.22999954,69.23999786
14/03/2008,56.68000031,68.44999695
17/03/2008,58.40000153,69.15000153
18/03/2008,60,70.01999664
19/03/2008,57.93000031,70.18000031
20/03/2008,62,71.19000244
24/03/2008,61.59000015,71.44999695
25/03/2008,62,71.54000092
26/03/2008,60.86000061,71.16000366
27/03/2008,60.52999878,71.19000244
28/03/2008,60.45999908,71.55999756
31/03/2008,61.61999893,72.19999695
1/04/2008,61,72.12999725
2/04/2008,60.47999954,71.41999817
3/04/2008,59.31999969,71.40000153
4/04/2008,58.77000046,71.52999878
7/04/2008,58.47999954,71.86000061
8/04/2008,58.38999939,71.27999878
9/04/2008,57.16999817,70.97000122
10/04/2008,58.91999817,71.69999695
11/04/2008,56.54999924,71.40000153
14/04/2008,56.65000153,70.94999695
15/04/2008,58.11999893,71.22000122
16/04/2008,58.74000168,71.11000061
17/04/2008,59.02999878,70.76999664
18/04/2008,59.70000076,70.59999847
21/04/2008,58.27999878,69.90000153
22/04/2008,57.45999908,69.09999847
23/04/2008,58.31999969,69.19000244
24/04/2008,59.02000046,68
25/04/2008,59.29000092,67.62000275
28/04/2008,59.65999985,68.16000366
29/04/2008,58.40000153,68.19999695
30/04/2008,57.22000122,68.52999878
1/05/2008,58.20000076,68.5
2/05/2008,57.33000183,69.09999847
5/05/2008,57.04999924,68.56999969
6/05/2008,57.59000015,68.56999969
7/05/2008,56.75,68.01000214
8/05/2008,56.72999954,67.54000092
9/05/2008,57,67.51000214
12/05/2008,57.47999954,67.34999847
13/05/2008,56.88999939,67.25
14/05/2008,56.29000092,67.09999847
15/05/2008,56.65999985,68.06999969
16/05/2008,55.84000015,67.87000275
19/05/2008,55.86000061,68.02999878
20/05/2008,55.15999985,67.45999908
21/05/2008,54.47999954,67.26999664
22/05/2008,53.54999924,68.37999725
23/05/2008,53.65999985,68.26000214
27/05/2008,53.72999954,69.01000214
28/05/2008,53.36000061,67.93000031
29/05/2008,53.29999924,68.83000183
30/05/2008,51.72000122,68.30000305
2/06/2008,49.83000183,67.55000305
3/06/2008,48.18000031,67.05000305
4/06/2008,47.72999954,66.66999817
5/06/2008,48.34999847,67.29000092
6/06/2008,46.06000137,65.51999664
9/06/2008,46.11999893,65.37000275
10/06/2008,46.86000061,67.58000183
11/06/2008,45,67.48999786
12/06/2008,45.27000046,67.94999695
13/06/2008,45.09000015,67.54000092
16/06/2008,45.02999878,66.04000092
17/06/2008,44.59999847,65.87000275
18/06/2008,43.25,65.05999756
19/06/2008,43.47999954,65.88999939
20/06/2008,42.24000168,65.08000183
23/06/2008,42.5,64.62999725
24/06/2008,40.31999969,64.01999664
25/06/2008,39.54999924,65.51999664
26/06/2008,39.47000122,64.76999664
27/06/2008,38.88999939,63.93000031
30/06/2008,36.97999954,63.59000015
1/07/2008,36.22000122,64.40000153
2/07/2008,34.25,65.76000214
3/07/2008,33.65000153,66.76999664
7/07/2008,34.04999924,66.62000275
8/07/2008,35.31999969,65.83000183
9/07/2008,33.50999832,65.34999847
10/07/2008,34.52999878,65.58999634
11/07/2008,33.84000015,64.66000366
14/07/2008,33.11999893,64.91000366
15/07/2008,33.47000122,65.56999969
16/07/2008,33.5,66.08999634
17/07/2008,34.15999985,65.52999878
18/07/2008,33.88999939,65.41000366
21/07/2008,33.5,64.44999695
22/07/2008,34.88000107,66.19000244
23/07/2008,34.31999969,67.72000122
24/07/2008,34.65000153,67.40000153
25/07/2008,35.04999924,67.22000122
28/07/2008,34.95000076,66.70999908
29/07/2008,34,66.98000336
30/07/2008,33.04999924,66.91000366
31/07/2008,33.63000107,66.55999756
1/08/2008,32.75,66.62999725
4/08/2008,32.61000061,67.66999817
5/08/2008,34.02999878,68.51999664
6/08/2008,34.15999985,68.54000092
7/08/2008,33.59000015,67.94999695
8/08/2008,33.56999969,69.34999847
11/08/2008,36.49000168,69.26999664
12/08/2008,37.66999817,69.62000275
13/08/2008,39.63000107,69.73999786
14/08/2008,40.99000168,69.94000244
15/08/2008,42.16999817,70.19999695
18/08/2008,41.34000015,69.80999756
19/08/2008,41.38999939,70.09999847
20/08/2008,40.83000183,69.84999847
21/08/2008,40.93000031,69.38999939
22/08/2008,41.59000015,69.90000153
25/08/2008,40.59999847,69.05000305
26/08/2008,41.40999985,68.69999695
27/08/2008,40.59999847,69.19999695
28/08/2008,41.20000076,69.19000244
29/08/2008,40.58000183,68.48000336
2/09/2008,38.97000122,69.45999908
3/09/2008,35.47000122,69.19000244
4/09/2008,36.16999817,68.38999939
5/09/2008,35.93999863,68.91999817
8/09/2008,36.90000153,70.33999634
9/09/2008,36.91999817,71
10/09/2008,38.77999878,71.83000183
11/09/2008,38.29000092,72.62000275
12/09/2008,38.11999893,73.15000153
15/09/2008,37.41999817,72.34999847
16/09/2008,39.75,72.98000336
17/09/2008,38.68999863,71.68000031
18/09/2008,41.33000183,73.23000336
19/09/2008,41.63000107,73.19000244
22/09/2008,41.77000046,71.08000183
23/09/2008,42.49000168,70.75
24/09/2008,41.83000183,70.09999847
25/09/2008,43.00999832,71.30000305
26/09/2008,43.43999863,71.70999908
29/09/2008,41.02000046,69.66000366
30/09/2008,43.65999985,71.26999664
1/10/2008,44.31000137,71.63999939
2/10/2008,43.31999969,70.91000366
3/10/2008,43.52000046,69
6/10/2008,41.61999893,66.63999939
7/10/2008,42.40999985,65.12000275
8/10/2008,40.97000122,63.61000061
9/10/2008,36.79999924,59.52000046
10/10/2008,37.95999908,57.79999924
13/10/2008,44.43999863,61.77000046
14/10/2008,44.59000015,54.40000153
15/10/2008,44.22999954,51.25
16/10/2008,44.52999878,53.08000183
17/10/2008,41.33000183,53.88000107
20/10/2008,42.59000015,56.75999832
21/10/2008,41.86000061,55
22/10/2008,40.90999985,53.63999939
23/10/2008,39.27000046,53.47999954
24/10/2008,38.27999878,51.75999832
27/10/2008,37.24000168,51.49000168
28/10/2008,39.95999908,55.83000183
29/10/2008,40.02999878,55
30/10/2008,42,57.08000183
31/10/2008,44.18000031,57.00999832
3/11/2008,44.04000092,57.47000122
4/11/2008,42.22999954,58.34000015
5/11/2008,40.41999817,57.00999832
6/11/2008,39.68000031,54.84999847
7/11/2008,41.18000031,55.36000061
10/11/2008,39.77999878,54.61000061
11/11/2008,38.40999985,55.08000183
12/11/2008,37.86000061,53.09999847
13/11/2008,39.25,55.59000015
14/11/2008,37.5,53.52000046
17/11/2008,37.52000046,52.97000122
18/11/2008,37.45000076,53.13999939
19/11/2008,37.5,52.09999847
20/11/2008,36.20000076,50.29000092
21/11/2008,38.81999969,54.59000015
24/11/2008,42.15000153,55.65999985
25/11/2008,41.25999832,54
26/11/2008,42.20000076,54.93000031
28/11/2008,42.56000137,56.70000076
1/12/2008,41.29999924,53.63999939
2/12/2008,41.13999939,54.45000076
3/12/2008,42.56999969,54.08000183
4/12/2008,40.86000061,52.33000183
5/12/2008,42.81999969,53.36999893
8/12/2008,43.86000061,53.59999847
9/12/2008,43.54000092,52.27000046
10/12/2008,43.97999954,53.00999832
11/12/2008,43.25,52.70999908
12/12/2008,44.06999969,52.02999878
15/12/2008,43.47000122,52.41999817
16/12/2008,44.40000153,54.20999908
17/12/2008,44.25999832,54.33000183
18/12/2008,44.45000076,54.70999908
19/12/2008,44.81999969,54.09000015
22/12/2008,44.38999939,53.75
23/12/2008,44.25,54.16999817
24/12/2008,44.20000076,54.54000092
26/12/2008,44.97999954,54.56000137
29/12/2008,43.99000168,54.06999969
30/12/2008,45.11999893,54.88000107
31/12/2008,45.95999908,54.77000046
2/01/2009,45.47000122,55.97000122
5/01/2009,45.58000183,55.59999847
6/01/2009,45.13999939,55.70000076
7/01/2009,44.50999832,53.88999939
8/01/2009,45.66999817,53.25
9/01/2009,45.54999924,52.56999969
12/01/2009,45.11999893,51.38999939
13/01/2009,44.77999878,52.22999954
14/01/2009,44.61000061,51.09999847
15/01/2009,45.08000183,50.52999878
16/01/2009,44.77000046,51.36999893
20/01/2009,43.95000076,50.43000031
21/01/2009,45.13999939,50.43999863
22/01/2009,44.77999878,50.34999847
23/01/2009,44.06999969,50.61999893
26/01/2009,44.74000168,51.41999817
27/01/2009,46.15000153,51.63999939
28/01/2009,46.54000092,52.04000092
29/01/2009,45.43999863,51.68000031
30/01/2009,44.95000076,50.22999954
2/02/2009,46.97000122,50.13000107
3/02/2009,47.49000168,51.52000046
4/02/2009,45,51.49000168
5/02/2009,45.47000122,52.34999847
6/02/2009,45.97000122,53.52999878
9/02/2009,45.00999832,51.43000031
10/02/2009,45.00999832,49.52999878
11/02/2009,46.54999924,50.61000061
12/02/2009,47.93999863,52
13/02/2009,47.47000122,52.56999969
17/02/2009,46.04999924,51.81999969
18/02/2009,45.97999954,51.52999878
19/02/2009,46.40999985,52.20000076
20/02/2009,46.38000107,51.45000076
23/02/2009,44.95999908,50.15999985
24/02/2009,46.43000031,51.68000031
25/02/2009,44.86999893,50.72000122
26/02/2009,44.84999847,49.41999817
27/02/2009,43.75,48.13999939
2/03/2009,44.5,46.84999847
3/03/2009,42.93000031,48.47000122
4/03/2009,40.86000061,47.59999847
5/03/2009,38.11000061,45.97000122
6/03/2009,38.29000092,47.09999847
9/03/2009,37.75,45.81000137
10/03/2009,41.13000107,46.59999847
11/03/2009,43.04999924,47.41999817
12/03/2009,45.58000183,48.29000092
13/03/2009,44.63999939,48.61999893
16/03/2009,45.31999969,48.72999954
17/03/2009,46,49.25
18/03/2009,49.99000168,49.47000122
19/03/2009,51.11999893,48.99000168
20/03/2009,51.63999939,50.02000046
23/03/2009,53.34999847,51.63000107
24/03/2009,52.09999847,51.52999878
25/03/2009,52.84999847,52.47000122
26/03/2009,53.70999908,53.15999985
27/03/2009,51.68000031,52.38999939
30/03/2009,51.75,51.79000092
31/03/2009,52.04999924,51.47999954
1/04/2009,51.5,52.22000122
2/04/2009,52.61999893,52.86000061
3/04/2009,51.81000137,52.68999863
6/04/2009,52.25999832,52.66999817
7/04/2009,51.81000137,52.25
8/04/2009,51.95999908,52.27999878
9/04/2009,52.54999924,52.09999847
13/04/2009,52.40999985,51.49000168
14/04/2009,51.25,50.56000137
15/04/2009,51.95000076,52.04000092
16/04/2009,53.65000153,51.95999908
17/04/2009,53.65999985,52.13000107
20/04/2009,53.59000015,49.86000061
21/04/2009,53.68000031,49.34999847
22/04/2009,53.38000107,47.97999954
23/04/2009,53.43999863,47.88999939
24/04/2009,53.45000076,48.52000046
27/04/2009,52.43000031,49.11000061
28/04/2009,53.04000092,50.04000092
29/04/2009,53.41999817,50.45000076
30/04/2009,52.11999893,49.75999832
1/05/2009,51.31999969,49.79000092
4/05/2009,50.81999969,49.09999847
5/05/2009,48.90999985,49.72999954
6/05/2009,48.91999817,49.72000122
7/05/2009,47.79999924,49.49000168
8/05/2009,46.86999893,49.75
11/05/2009,46.33000183,49.58000183
12/05/2009,48.61999893,49.27000046
13/05/2009,47.40000153,49.65999985
14/05/2009,51.18999863,50.86999893
15/05/2009,48.91999817,50.31999969
18/05/2009,49.5,51.16999817
19/05/2009,48.40000153,51.61000061
20/05/2009,48.75999832,52.06000137
21/05/2009,47.54000092,51.49000168
22/05/2009,47.56999969,51.56999969
26/05/2009,49.79999924,51.27999878
27/05/2009,49.63999939,50.00999832
28/05/2009,49.52999878,51.02000046
29/05/2009,48.77999878,52.04999924
1/06/2009,53.34000015,53.13000107
2/06/2009,53.65999985,55.36999893
3/06/2009,55.18999863,54.27000046
4/06/2009,55.95999908,54.81999969
5/06/2009,56.68000031,54.88000107
8/06/2009,56.52000046,54.15000153
9/06/2009,56.31999969,53.47999954
10/06/2009,55.61000061,53.36000061
11/06/2009,56.65000153,52.97000122
12/06/2009,56.34999847,53.65000153
15/06/2009,56.20000076,52.88000107
16/06/2009,56.15999985,52.34000015
17/06/2009,56.72000122,52.97000122
18/06/2009,56.41999817,54.49000168
19/06/2009,55.88000107,53.90999985
22/06/2009,54.65000153,53.49000168
23/06/2009,54.36000061,53.00999832
24/06/2009,54.25,53.04999924
25/06/2009,55.06000137,53.99000168
26/06/2009,58.18000031,54.70000076
29/06/2009,55.77999878,54.84000015
30/06/2009,55.13000107,54.95999908
1/07/2009,55.47999954,56.52000046
2/07/2009,54.95000076,56.34999847
6/07/2009,55.00999832,57.13000107
7/07/2009,54.09000015,56
8/07/2009,52.75,54.84999847
9/07/2009,53.13999939,54.68000031
10/07/2009,54.22000122,54.70999908
13/07/2009,54.18000031,55.66999817
14/07/2009,54.25,56.09000015
15/07/2009,54.99000168,57.27999878
16/07/2009,55.54999924,57.25999832
17/07/2009,55.81000137,56.65999985
20/07/2009,55.56999969,56.08000183
21/07/2009,54.13999939,56.40000153
22/07/2009,54.13000107,55.88999939
23/07/2009,54.86000061,56.5
24/07/2009,55.18000031,56.40999985
27/07/2009,56.47999954,56.34000015
28/07/2009,57.15000153,55.97000122
29/07/2009,57.08000183,56.33000183
30/07/2009,57.02999878,56.59999847
31/07/2009,56.52000046,56.75
3/08/2009,56.52999878,56.20000076
4/08/2009,55.74000168,59.06000137
5/08/2009,55.83000183,58.38999939
6/08/2009,54.31999969,57.83000183
7/08/2009,54.63999939,57.74000168
10/08/2009,54.11999893,57.40999985
11/08/2009,54.02000046,56.90999985
12/08/2009,54.65000153,56.68000031
13/08/2009,54.84000015,56.49000168
14/08/2009,54.02999878,56.56000137
17/08/2009,54.31000137,56.18000031
18/08/2009,54.74000168,56.24000168
19/08/2009,54.68999863,56.45000076
20/08/2009,54.81000137,56.84000015
21/08/2009,55.58000183,57.49000168
24/08/2009,55.16999817,57.45000076
25/08/2009,55.54000092,57.29000092
26/08/2009,55.52999878,57.88000107
27/08/2009,55.25999832,57.75999832
28/08/2009,54.31999969,56.75999832
31/08/2009,54.06000137,56.66999817
1/09/2009,48.90000153,56.25
2/09/2009,48.25,56.34999847
3/09/2009,49.08000183,56.63999939
4/09/2009,49.84999847,57.54000092
8/09/2009,48.47000122,58.27999878
9/09/2009,49.18999863,58.04000092
10/09/2009,49.56000137,57.86000061
11/09/2009,49.11999893,58.81000137
14/09/2009,49.59999847,58.70000076
15/09/2009,49.90999985,58.29000092
16/09/2009,49.75,58.34000015
17/09/2009,49,58.79999924
18/09/2009,49.04999924,59.86000061
21/09/2009,49.34000015,59.02000046
22/09/2009,48.70999908,58.58000183
23/09/2009,48.95999908,58.47000122
24/09/2009,48.27000046,58.54000092
25/09/2009,48.79999924,58.68000031
28/09/2009,48.72000122,59.02999878
29/09/2009,48.65000153,58.50999832
30/09/2009,48.43000031,58.65999985
1/10/2009,47.61000061,58.45999908
2/10/2009,47.11999893,60.90000153
5/10/2009,47.16999817,60.84999847
6/10/2009,47.75,60.86999893
7/10/2009,47.83000183,61.16999817
8/10/2009,48,60.38999939
9/10/2009,49.04999924,60.59000015
12/10/2009,49.24000168,60.91999817
13/10/2009,49.09999847,60.59999847
14/10/2009,49.20000076,61.61999893
15/10/2009,47.41999817,62.68000031
16/10/2009,47.04000092,62.29000092
19/10/2009,47.88000107,62.04999924
20/10/2009,48.00999832,61.58000183
21/10/2009,47.52000046,61.84000015
22/10/2009,46.66999817,61.5
23/10/2009,45.93000031,61.02999878
26/10/2009,45.02999878,60.47000122
27/10/2009,45.20999908,61
28/10/2009,45.38000107,60.99000168
29/10/2009,45.66999817,61.38999939
30/10/2009,44.90999985,60.54999924
2/11/2009,45.24000168,60.59999847
3/11/2009,44.54999924,60.06000137
4/11/2009,44.09000015,60.38000107
5/11/2009,44.38999939,61.22999954
6/11/2009,44.43000031,61.75999832
9/11/2009,44.29000092,62.27999878
10/11/2009,44.09999847,62.08000183
11/11/2009,44.52000046,62.59999847
12/11/2009,44.04000092,61.27000046
13/11/2009,44.61999893,61.93999863
16/11/2009,46.77999878,62.43000031
17/11/2009,46.97000122,62.59999847
18/11/2009,47.41999817,62.29999924
19/11/2009,45.86999893,61.88000107
20/11/2009,46.04999924,62.08000183
23/11/2009,46.54999924,62.49000168
24/11/2009,47.5,62.5
25/11/2009,47,63.18999863
27/11/2009,46.04999924,62.29999924
30/11/2009,47.34000015,62.22000122
1/12/2009,48.99000168,63.86999893
2/12/2009,50.68000031,63.65000153
3/12/2009,50.15000153,62.75999832
4/12/2009,52.34999847,63.84999847
7/12/2009,53.68000031,64.23000336
8/12/2009,53.79999924,63.47999954
9/12/2009,54.5,61.79999924
10/12/2009,54.63999939,61.84000015
11/12/2009,55,61.27000046
14/12/2009,55,60.97999954
15/12/2009,54.90000153,60.99000168
16/12/2009,54.93999863,60.68000031
17/12/2009,54.93999863,60.04000092
18/12/2009,54.40999985,59.47999954
21/12/2009,54.06999969,60.47999954
22/12/2009,54.84999847,60.63000107
23/12/2009,54.84999847,60.68000031
24/12/2009,54.95000076,60.95999908
28/12/2009,55.06000137,61.15999985
29/12/2009,55,61.09999847
30/12/2009,54.86999893,61.31000137
31/12/2009,54.02000046,60.79999924
4/01/2010,53.59000015,61.24000168
5/01/2010,52.24000168,61.97999954
6/01/2010,52.45000076,61.36000061
7/01/2010,51.72999954,60.97000122
8/01/2010,51.5,60.77000046
11/01/2010,51.33000183,60.70000076
12/01/2010,50.75,61.54999924
13/01/2010,52.43999863,62.04999924
14/01/2010,52.04999924,62.79999924
15/01/2010,50.99000168,62.29000092
19/01/2010,51.27000046,62.33000183
20/01/2010,50.79999924,61.95000076
21/01/2010,50,60.93999863
22/01/2010,49.59000015,60.38999939
25/01/2010,50.18999863,60.22999954
26/01/2010,48.70999908,60.25
27/01/2010,51.5,60.29000092
28/01/2010,50.63999939,59.74000168
29/01/2010,50.47000122,59.61999893
1/02/2010,50.79000092,60.70000076
2/02/2010,50.5,61.15000153
3/02/2010,50.22999954,61.29000092
4/02/2010,48.5,59.63999939
5/02/2010,49.11999893,59.50999832
8/02/2010,49.47999954,58.95999908
9/02/2010,50.52000046,60.04999924
10/02/2010,50.54000092,60.38000107
11/02/2010,51.49000168,61.18999863
12/02/2010,51.81000137,60.91999817
16/02/2010,51.5,61.31000137
17/02/2010,51.88999939,62.11000061
18/02/2010,51.84999847,62.52999878
19/02/2010,51.68000031,62.65999985
22/02/2010,51.27000046,62.40999985
23/02/2010,51.29999924,61.77999878
24/02/2010,51.66999817,62.08000183
25/02/2010,57.02999878,62.29999924
26/02/2010,55.65000153,62.47000122
1/03/2010,56.40000153,63.43000031
2/03/2010,56.95999908,63.79999924
3/03/2010,57.20000076,63.97999954
4/03/2010,57.40000153,64.11000061
5/03/2010,58.63999939,64.37000275
8/03/2010,58.90999985,64.15000153
9/03/2010,58.91999817,64.36000061
10/03/2010,58.36000061,64.43000031
11/03/2010,58.15999985,64.97000122
12/03/2010,58.27999878,65.09999847
15/03/2010,58.68000031,66.15000153
16/03/2010,59.13000107,66.06999969
17/03/2010,58.83000183,66.56999969
18/03/2010,58.95999908,66.51999664
19/03/2010,59.09000015,66.55999756
22/03/2010,59.16999817,66.30999756
23/03/2010,60.06000137,66.86000061
24/03/2010,59.79999924,66.26000214
25/03/2010,59.00999832,66.55000305
26/03/2010,58.77999878,66.58999634
29/03/2010,58.65000153,66.55000305
30/03/2010,59,66.76999664
31/03/2010,58.65999985,66.16000366
1/04/2010,58.45000076,66.68000031
5/04/2010,58.77999878,65.98000336
6/04/2010,58.79999924,66.38999939
7/04/2010,58.27000046,65.98999786
8/04/2010,57.27000046,65.97000122
9/04/2010,56.79000092,66.36000061
12/04/2010,55.75999832,66.31999969
13/04/2010,56.25999832,66.38999939
14/04/2010,58.79000092,66.29000092
15/04/2010,58.54000092,66.26999664
16/04/2010,56.63999939,66.13999939
19/04/2010,56.29000092,66.12000275
20/04/2010,56.88000107,65.90000153
21/04/2010,56.31000137,65.98000336
22/04/2010,54.77000046,64.76000214
23/04/2010,54.52999878,64.70999908
26/04/2010,55.18999863,65.01999664
27/04/2010,54.95000076,64.23000336
28/04/2010,54.75999832,64.75
29/04/2010,55.88999939,65.19999695
30/04/2010,55.08000183,65.22000122
3/05/2010,55.38000107,65.69000244
4/05/2010,55.25,65.43000031
5/05/2010,55.22000122,65.19999695
6/05/2010,55.5,64.69999695
7/05/2010,54.52999878,64.56999969
10/05/2010,56.52999878,66.41000366
11/05/2010,55.93999863,66.55000305
12/05/2010,56.31999969,66.94000244
13/05/2010,55.40999985,66.48000336
14/05/2010,52.91999817,66.06999969
17/05/2010,51.79000092,66.75
18/05/2010,52.00999832,66.52999878
19/05/2010,51.65000153,66.04000092
20/05/2010,50.50999832,63.86000061
21/05/2010,51.59999847,63.58000183
24/05/2010,50.63000107,63.31999969
25/05/2010,49.79000092,62.88999939
26/05/2010,49.83000183,61.22999954
27/05/2010,51.49000168,62.90000153
28/05/2010,49.75999832,62.88999939
1/06/2010,48.13000107,62.75999832
2/06/2010,49.40999985,63.45999908
3/06/2010,50.02999878,63.36999893
4/06/2010,48.65000153,61.43999863
7/06/2010,47.68999863,61.72999954
8/06/2010,47.40000153,62.65000153
9/06/2010,47.52999878,62.49000168
10/06/2010,48.47000122,63.84000015
11/06/2010,50.31999969,63.56000137
14/06/2010,50.58000183,63.84999847
15/06/2010,51.09000015,64.23999786
16/06/2010,50.41999817,63.90999985
17/06/2010,50.88000107,64.48999786
18/06/2010,50.36999893,64.08000183
21/06/2010,49.74000168,64.01999664
22/06/2010,49.54999924,63.29999924
23/06/2010,49.40000153,62.72999954
24/06/2010,48.22999954,62.40000153
25/06/2010,48.54999924,60.77000046
28/06/2010,48.36000061,61.95999908
29/06/2010,47.84000015,61.22999954
30/06/2010,47.91999817,60.95000076
1/07/2010,46.72000122,61.52000046
2/07/2010,46.24000168,61.52999878
6/07/2010,45.91999817,61.63999939
7/07/2010,47.75,62.93000031
8/07/2010,48.20999908,64
9/07/2010,49.06999969,63.5
12/07/2010,48.45000076,63.74000168
13/07/2010,50.06999969,63.43000031
14/07/2010,50.95999908,63.56000137
15/07/2010,50.40000153,63.15999985
16/07/2010,50.25,62.45000076
19/07/2010,50.31999969,62.04999924
20/07/2010,51.34000015,64.73000336
21/07/2010,50.25,63.95000076
22/07/2010,51.50999832,64.20999908
23/07/2010,52.18000031,64.44999695
26/07/2010,53.63000107,64.98000336
27/07/2010,52.25999832,65.69000244
28/07/2010,51.68999863,65.19999695
29/07/2010,51.59000015,64.88999939
30/07/2010,51.59999847,64.91000366
2/08/2010,51.68000031,65.26999664
3/08/2010,51.13999939,65.76999664
4/08/2010,51.38999939,66.16999817
5/08/2010,50.5,65.58000183
6/08/2010,50.90000153,65.90000153
9/08/2010,51.49000168,66.41999817
10/08/2010,50.84000015,66.52999878
11/08/2010,49.54999924,65.44999695
12/08/2010,49.56000137,65.18000031
13/08/2010,49.29999924,65.55999756
16/08/2010,50.11000061,65.43000031
17/08/2010,50.40000153,65.55000305
18/08/2010,50.45000076,65.51999664
19/08/2010,49.5,64.66000366
20/08/2010,50.13000107,64.80000305
23/08/2010,48.68000031,64.81999969
24/08/2010,50.43999863,64.77999878
25/08/2010,51.40999985,64.56999969
26/08/2010,50.61999893,64.12999725
27/08/2010,51.61000061,64.12000275
30/08/2010,49.59999847,63.59999847
31/08/2010,49.72999954,64.18000031
1/09/2010,50.93000031,64.88999939
2/09/2010,50.83000183,64.97000122
3/09/2010,50.90000153,65.56999969
7/09/2010,50.08000183,65.48000336
8/09/2010,50.79000092,65.43000031
9/09/2010,51.02000046,66.09999847
10/09/2010,51.47999954,66.41000366
13/09/2010,51.86999893,66.25
14/09/2010,51.63000107,65.98000336
15/09/2010,51.52000046,66.5
16/09/2010,50.54999924,66.61000061
17/09/2010,50.40000153,66.12000275
20/09/2010,51.49000168,66.88999939
21/09/2010,51.22999954,66.45999908
22/09/2010,51,66.66000366
23/09/2010,50.68000031,65.79000092
24/09/2010,51.47000122,66.12999725
27/09/2010,51.90000153,66.37000275
28/09/2010,52.79000092,66.77999878
29/09/2010,53.09999847,66.75
30/09/2010,52.93000031,66.44000244
1/10/2010,52.93999863,67
4/10/2010,52.66999817,66.87000275
5/10/2010,54.33000183,67.76000214
6/10/2010,54.29000092,68.11000061
7/10/2010,53.47000122,66.09999847
8/10/2010,53.86000061,65.75
11/10/2010,53.58000183,65.51999664
12/10/2010,53.11999893,66.08000183
13/10/2010,53.49000168,66.40000153
14/10/2010,53.34999847,66.63999939
15/10/2010,53.70000076,66.68000031
18/10/2010,53.97999954,66.5
19/10/2010,53.59999847,65.41000366
20/10/2010,54.49000168,64.97000122
21/10/2010,53.5,65.18000031
22/10/2010,53.45999908,65.01000214
25/10/2010,53.75,65.05000305
26/10/2010,54.45999908,64.79000092
27/10/2010,53.49000168,64.26999664
28/10/2010,53.90999985,65.01000214
29/10/2010,53.31999969,65.30000305
1/11/2010,53.43999863,65.55000305
2/11/2010,55.27000046,65.80000305
3/11/2010,54.95000076,65.19999695
4/11/2010,55.34000015,65.34999847
5/11/2010,55.70000076,65.08000183
8/11/2010,56.25999832,65.11000061
9/11/2010,55.41999817,65.30000305
10/11/2010,56.70999908,65.25
11/11/2010,55.95000076,64.90000153
12/11/2010,56.04000092,64.63999939
15/11/2010,57.65000153,64.41999817
16/11/2010,58.24000168,64.04000092
17/11/2010,57.84999847,63.93999863
18/11/2010,58.27999878,64.76999664
19/11/2010,58,64.70999908
22/11/2010,58.61999893,64.69999695
23/11/2010,58.02000046,63.88999939
24/11/2010,58,64.33000183
26/11/2010,58.04999924,63.90000153
29/11/2010,58.88999939,64.01000214
30/11/2010,58.5,64.62999725
1/12/2010,58.47000122,65.62999725
2/12/2010,58.16999817,65.19999695
3/12/2010,59.13000107,65.16999817
6/12/2010,58.52000046,64.73000336
7/12/2010,58.91999817,64.68000031
8/12/2010,58.95999908,64.62999725
9/12/2010,58.45000076,64.72000122
10/12/2010,58.77999878,64.90000153
13/12/2010,58.34999847,65.52999878
14/12/2010,58.00999832,65.58999634
15/12/2010,56.88999939,65.23999786
16/12/2010,58.06999969,65.75
17/12/2010,57.84000015,65.97000122
20/12/2010,57.68000031,66.30999756
21/12/2010,57.65999985,65.40000153
22/12/2010,57.15000153,65.68000031
23/12/2010,56.86000061,65.69000244
27/12/2010,57.31000137,65.41999817
28/12/2010,56.95000076,65.27999878
29/12/2010,56.56999969,65.33000183
30/12/2010,56.11999893,65.12000275
31/12/2010,55.58000183,65.33000183
3/01/2011,56.95000076,65.75
4/01/2011,56.43999863,65.41000366
